problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,n_pca_simulations,physics_alignment,complementary_mass_diff_alignment,gate_ok,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
gw_imrphenomd,oneshot,2,8,63414,ok,,500,"[1, 0]","[0.3608589768409729, 0.37664154171943665]",1,1,info,1.758;-0.061,1.789,1,1,-1.6006266999911543,1,142895,2.137720702608449,0.11547005383792516,4,0.6557903842358129,0.9391331414490915,2000,(71.202072 + ((-59.867958) * (exp(((-0.691329) * X2)) / (0.392604 * X1)))),(71.202072 + ((-59.867958) * (exp(((-0.691329) * X2)) / (0.392604 * X1)))),True,5.0,-0.04149596970068399,1.5591307302904702,0.9505096569917173,1000,0.980808429901038,0.013947929266352865,False,False,True,5.378609895706177,46.911985635757446,58.660786151885986,1.2267839908599854,129.98597598075867,42.574427366256714,293.9399015903473,2075.390625
