problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,n_pca_simulations,physics_alignment,chirp_mass_alignment,gate_ok,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
gw_taylorf2,oneshot,2,5,39657,ok,,500,"[0, 1]","[1.464811086654663, 1.276360034942627]",1,1,info,1.999;-0.077,1.639,1,1,-0.9315722691778844,1,142895,2.347751374533898,0.11547005383792516,4,0.5645642707338198,0.9478220158076125,2000,((-0.000067) + (1.000003 * ((13.765082 + ((((8.032097 * X1) + ((exp((0.435640 * X1)) + ((-0.567999) * X2)) * (((-1.183342) * X1) + ((-4.418972) * X2)))) * (exp((0.612717 * X1)) + ((-1.564406) * X1))) * ((-48.412987) + ((15.398545 * X1) + (15.631074 * X2))))) ^ 1.308535))),((-0.000067) + (1.000003 * ((13.765082 + ((((8.032097 * X1) + ((exp((0.435640 * X1)) + ((-0.567999) * X2)) * (((-1.183342) * X1) + ((-4.418972) * X2)))) * (exp((0.612717 * X1)) + ((-1.564406) * X1))) * ((-48.412987) + ((15.398545 * X1) + (15.631074 * X2))))) ^ 1.308535))),True,5.0,-0.9623243229983279,-0.030752053820443548,0.9491350255600595,1000,0.9640738134909151,0.9621482961136898,True,False,False,5.329442977905273,46.566733598709106,58.981050968170166,1.0433893203735352,128.69284796714783,28.261273860931396,276.4090178012848,2024.6953125
