problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,physics_alignment,physics_alignment_spearman,physics_alignment_grad_cosine,gate_ok,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
sir,oneshot,3,0,93,ok,,500,"[0, 1, 2]","[2.198448419570923, 1.9824132919311523, 0.967926025390625]",2,2,info,1.730;1.097;-0.011,1.736;1.144,2,3,-2.396545015335942,2,140750,1.269571585026544,0.16329931618554522,4,0.017062769888100213,0.9876257811334218,10000,((-13.771530) + (1.846426 * (10.832370 * X2))) | (49.740883 + ((-2.048323) * (9.954390 * X1))),((-13.771530) + (1.846426 * (10.832370 * X2))) | (49.740883 + ((-2.048323) * (9.954390 * X1))),True,10.0,-1.0540966618983967,1.3424483534375453,0.9742673125152121,0.634964657245878,0.7340102000408001,0.9288111922249933,True,False,True,4.905256271362305,408.75269889831543,149.0902805328369,1.0299952030181885,124.57012724876404,14.395740747451782,708.3054821491241,1726.14453125
