problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,rank_correct,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
rosenbrock,oneshot,2,9,71333,ok,,500,"[0, 1]","[0.43771257996559143, 0.06544303148984909]",2,2,info,3.115;2.772;1.083;0.208,3.202;2.565,1,1,-1.4228641930835388,2,34900,5.432338694074026,0.16329931618554522,0,0.0417960170407356,0.9993858365597852,2000,((-0.179346) + (1.000408 * (((-6.587111) * X2) + (((((-0.000811) * X1) * ((-82.889732) * X1)) + 0.284524) * (sqrt((((38.849178 * X1) + 341.960632) + (66.200462 * X2))) + 46.319878))))) | (49.850407 + ((((((1.989978 * X1) * (0.662880 * X2)) + (7.135466 * X1)) * ((-0.076046) * X1)) + ((-13.848638) + (1.339876 * X2))) * ((-0.862022) * X1))),((-0.179346) + (1.000408 * (((-6.587111) * X2) + (((((-0.000811) * X1) * ((-82.889732) * X1)) + 0.284524) * (sqrt((((38.849178 * X1) + 341.960632) + (66.200462 * X2))) + 46.319878))))) | (49.850407 + ((((((1.989978 * X1) * (0.662880 * X2)) + (7.135466 * X1)) * ((-0.076046) * X1)) + ((-13.848638) + (1.339876 * X2))) * ((-0.862022) * X1))),True,10.0,-1.4428503349064132,-0.019986141822874393,0.9998127955168755,True,True,True,5.926512956619263,282.36946654319763,110.08994340896606,1.6275527477264404,622.3202745914459,14.088850975036621,1041.619679927826,1870.515625
