length;mse;model
6;98316575.82862052;((((-0.7398599982) * X2) + ((0.8472660184 * X1) ^ 2)) + (0.1497063190 * X1))
4;97380326.57585953;((((-0.8453751802) * X1) ^ 2) + ((-0.7379882336) * X2))
3;inf;exp((((-0.4560372531) * X1) ^ 2))
2;14.772025566324096;exp(((-0.0492403135) * X2))
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8473305702 * X1) ^ 2) + ((-0.6898831129) * X2)))
1;4.375061821738047;4.4245510101
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8472660184 * X1) ^ 2) + ((-0.6898831129) * X2)))
8;99651291.97096449;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((0.8501264453 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;(((((-0.8453751802) * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1497063190 * X1)))
6;99652534.95011269;((((0.8501264453 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1544127613 * X1))
4;97380326.57661617;(((-0.7398599982) * X2) + (((-0.8453751802) * X1) ^ 2))
2;14.379699261803284;exp(((-0.1227959841) * X2))
3;inf;exp(((0.4562801719 * X1) ^ 2))
10;1.9152000400913136e+31;((0.7897376418 ^ ((-3.5850200653) + ((-0.2476031035) * X1))) + (((0.8079563379 * X1) ^ 2) + ((-0.6745843291) * X2)))
1;6.196467839854499;2.9025974274
9;inf;((exp((0.1497063190 * X1)) + ((-0.0492403135) * X2)) + ((((-0.8453751802) * X1) ^ 2) + ((-0.6961361766) * X2)))
8;98346463.78115977;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((-0.6805386543) * X2) + ((0.8473305702 * X1) ^ 2)))
7;inf;((((-0.7489578724) * X2) + ((0.8465794325 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;97999044.91516045;((((0.8465794325 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1514078081 * X1))
4;99620515.96845573;(((-0.7489578724) * X2) + ((0.8501954675 * X1) ^ 2))
2;14.378304779858091;exp(((-0.1230319366) * X2))
3;inf;exp(((0.4566175044 * X1) ^ 2))
10;1.9152000400913136e+31;((0.7897376418 ^ ((-3.5850200653) + ((-0.2476031035) * X1))) + (((0.8079563379 * X1) ^ 2) + ((-0.6746462584) * X2)))
1;5.848902192596176;3.0370931625
8;98180696.83692288;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((0.8469730616 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7489578724) * X2) + ((0.8465587497 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;97989477.62008949;((((0.8465587497 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1514078081 * X1))
4;99588147.08783346;(((-0.7489578724) * X2) + ((0.8501264453 * X1) ^ 2))
3;947.8042121069171;sqrt(((1.4805799723 * X1) ^ 2))
2;14.780426902691627;exp(((-0.0474737138) * X2))
9;inf;((exp((0.1497063190 * X1)) + ((-0.0509501994) * X2)) + (((0.8501264453 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;8.671182327746246;2.1828753948
9;inf;((exp((0.1497063190 * X1)) + ((-0.0453113392) * X2)) + (((0.8434983492 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;99682960.7276903;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8501954675 * X1) ^ 2) + ((-0.6917276382) * X2)))
7;inf;((((-0.7515706420) * X2) + ((0.8473305702 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;96732657.57913576;((((-0.7234944701) * X2) + ((0.8438318372 * X1) ^ 2)) + (0.1497063190 * X1))
4;96602540.05130075;(((0.8436821103 * X1) ^ 2) + ((-0.7379882336) * X2))
2;14.78318266784335;exp(((-0.0468920842) * X2))
3;inf;exp((((-0.4633986950) * X1) ^ 2))
10;inf;((exp(exp((0.0497229695 * X1))) + ((-0.3873312175) + ((-0.6746125817) * X2))) + (((-0.8099093437) * X1) ^ 2))
1;6.423505515426855;2.8215067387
9;inf;((exp((0.1514078081 * X1)) + ((-0.0509501994) * X2)) + (((0.8473305702 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;82250340.95789453;((((-0.6746462584) * X2) + (((-0.8103011250) * X1) ^ 2)) + (2.3309178352 + (0.1366426945 * X1)))
7;inf;((((0.8433291316 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1514078081 * X1)))
6;99233105.91094984;((((0.8492302299 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1544127613 * X1))
4;101523398.3927434;(((0.8542266488 * X1) ^ 2) + ((-0.7249698639) * X2))
2;14.369072982827936;exp(((-0.1245902404) * X2))
3;inf;exp(((0.4665125310 * X1) ^ 2))
10;83182337.5655294;(((((-1.2101010084) * X1) * ((-0.5439374447) * X1)) + ((-0.6746587157) * X2)) + ((1.5274751186 + (0.0455579720 * X1)) ^ 2))
1;4.354360525897691;4.3376960754
8;99650581.70300494;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8501264453 * X1) ^ 2) + ((-0.6917276382) * X2)))
7;inf;((((0.8434983492 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1514078081 * X1)))
6;99651291.9740019;((((0.8501264453 * X1) ^ 2) + ((-0.7450659275) * X2)) + (0.1514078081 * X1))
5;188984075.68299624;((((-1.6409090757) * X1) * ((-0.6067199707) * X1)) + ((-1.0329141617) * X2))
4;96671124.55007994;(((-0.7071771622) * X2) + ((0.8438318372 * X1) ^ 2))
2;14.367828302546753;exp(((-0.1247998402) * X2))
3;inf;exp((((-0.4723126590) * X1) ^ 2))
9;inf;((exp((0.1514078081 * X1)) + ((-0.0509501994) * X2)) + (((0.8472660184 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;5.952122497341037;2.9956583977
9;inf;((exp((0.1497063190 * X1)) + ((-0.0453113392) * X2)) + (((0.8465587497 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;98085210.73455466;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7398599982) * X2) + ((0.8469142914 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;98347188.99138509;((((-0.7398599982) * X2) + ((0.8473305702 * X1) ^ 2)) + (0.1514078081 * X1))
4;98254540.99623184;(((0.8472660184 * X1) ^ 2) + ((-0.7450659275) * X2))
2;14.786260343798087;exp(((-0.0462412462) * X2))
3;inf;exp((((-0.4727095068) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0453113392) * X2))) + (((0.8492302299 * X1) ^ 2) + ((-0.7029926181) * X2)))
1;6.4871629086549;2.7995772362
8;98347188.99032785;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((0.8473305702 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((0.8438318372 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1514078081 * X1)))
6;98180696.83798161;((((-0.7398599982) * X2) + ((0.8469730616 * X1) ^ 2)) + (0.1497063190 * X1))
4;92607214.96002968;(((-0.7234944701) * X2) + ((0.8348203301 * X1) ^ 2))
3;inf;exp((((-0.4772072434) * X1) ^ 2))
2;14.79064665868933;exp(((-0.0453113392) * X2))
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + (((-0.8453751802) * X1) ^ 2)))
1;8.18418719558911;2.3034923077
8;98317281.32749665;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((0.8472660184 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7515706420) * X2) + ((0.8542266488 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;98153457.90773162;((((-0.7398599982) * X2) + ((0.8469142914 * X1) ^ 2)) + (0.1497063190 * X1))
4;99168853.7149222;(((-0.7489578724) * X2) + ((0.8492302299 * X1) ^ 2))
3;inf;exp((((-0.4788627625) * X1) ^ 2))
2;14.796747364317868;exp(((-0.0440133922) * X2))
9;inf;((exp((0.1514078081 * X1)) + ((-0.0492403135) * X2)) + (((0.8472660184 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;8.064660698476573;2.3342492580
9;inf;((exp((0.1497063190 * X1)) + ((-0.0492403135) * X2)) + (((0.8492302299 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;96732657.58145669;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((-0.6805386543) * X2) + ((0.8438318372 * X1) ^ 2)))
7;inf;((((-0.7515706420) * X2) + ((0.8473305702 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;101586476.47516905;((((-0.7398599982) * X2) + ((0.8542266488 * X1) ^ 2)) + (0.1497063190 * X1))
4;98118704.89496012;(((0.8469730616 * X1) ^ 2) + ((-0.7450659275) * X2))
2;14.807851472371821;exp(((-0.0416370556) * X2))
3;inf;exp(((0.4817306995 * X1) ^ 2))
10;82250340.95789528;((((0.1366425902 * X1) + ((-0.0135039194) * X2)) + 2.3309178352) + ((((-0.8103011250) * X1) ^ 2) + ((-0.6611548066) * X2)))
1;4.366798883910411;4.3967685699
9;inf;((exp((0.1497063190 * X1)) + ((-0.0453113392) * X2)) + (((0.8433291316 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;97998340.55755824;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((0.8465794325 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7515706420) * X2) + ((0.8469730616 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;96503106.60055597;((((-0.7234944701) * X2) + ((0.8433291316 * X1) ^ 2)) + (0.1514078081 * X1))
4;96671143.99272883;(((-0.7398599982) * X2) + ((0.8438318372 * X1) ^ 2))
2;14.815708836304307;exp(((-0.0399445482) * X2))
3;inf;exp(((0.4832786024 * X1) ^ 2))
10;8.099874814244324e+30;((1.4539726973 ^ (2.2610020638 + (0.1544127613 * X1))) + (((0.8079563379 * X1) ^ 2) + ((-0.6746487021) * X2)))
1;8.031234117388784;2.3429389000
9;inf;((exp((0.1514078081 * X1)) + ((-0.0509501994) * X2)) + (((0.8469730616 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;97988773.29687005;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((0.8465587497 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7515706420) * X2) + ((0.8472660184 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;99389177.34099945;((((0.8495633602 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1551817507 * X1))
4;101523398.39227864;(((-0.7234944701) * X2) + ((0.8542266488 * X1) ^ 2))
2;14.817208426847275;exp(((-0.0396204814) * X2))
3;inf;exp((((-0.4846262336) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0453113392) * X2))) + (((0.8495633602 * X1) ^ 2) + ((-0.7029926181) * X2)))
1;4.398157985171693;4.4845156670
8;82091426.80936429;(((((-0.8099093437) * X1) ^ 2) + (2.3309178352 + (0.1366426945 * X1))) + ((-0.6746587753) * X2))
7;inf;((((-0.7515706420) * X2) + ((0.8469142914 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;98181401.85022783;((((-0.7398599982) * X2) + ((0.8469730616 * X1) ^ 2)) + (0.1514078081 * X1))
4;96602540.05205745;(((-0.7398599982) * X2) + ((0.8436821103 * X1) ^ 2))
3;inf;exp(((0.4878935814 * X1) ^ 2))
2;14.817660298906551;exp(((-0.0395227633) * X2))
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8469142914 * X1) ^ 2) + ((-0.6898831129) * X2)))
1;8.124090164167736;2.3188958168
8;96664031.8134321;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((-0.6805386543) * X2) + ((0.8436821103 * X1) ^ 2)))
7;inf;((((-0.7515706420) * X2) + ((0.8542266488 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;99233420.92430992;((((0.8492302299 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1551817507 * X1))
4;99620515.96969123;(((-0.7515706420) * X2) + ((0.8501954675 * X1) ^ 2))
3;inf;exp(((0.4924095571 * X1) ^ 2))
2;14.321533720694548;exp(((-0.1325142682) * X2))
9;inf;((exp((0.1514078081 * X1)) + ((-0.0509501994) * X2)) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.537017067633854;4.6959953308
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8434983492 * X1) ^ 2) + ((-0.6776304245) * X2)))
8;98181401.84917064;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((0.8469730616 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7489578724) * X2) + (((-0.8453751802) * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;96580551.51233548;((((-0.7234944701) * X2) + ((0.8434983492 * X1) ^ 2)) + (0.1514078081 * X1))
4;96518387.2972965;(((-0.7398599982) * X2) + ((0.8434983492 * X1) ^ 2))
2;14.316218590647653;exp(((-0.1333900243) * X2))
3;inf;exp(((0.4928305745 * X1) ^ 2))
10;inf;((exp((0.1344862878 * X1)) + (exp(0.2858969271) + ((-0.6745916009) * X2))) + (((-0.8041266203) * X1) ^ 2))
1;5.017196349438463;3.4442887306
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6898831129) * X2)))
8;98180677.25098486;(((0.1497063190 * X1) + ((-0.0492403135) * X2)) + (((-0.6805386543) * X2) + ((0.8469730616 * X1) ^ 2)))
7;inf;((((-0.7515706420) * X2) + (((-0.8467670083) * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;97998340.55861697;((((-0.7398599982) * X2) + ((0.8465794325 * X1) ^ 2)) + (0.1497063190 * X1))
4;92607214.96049498;(((0.8348203301 * X1) ^ 2) + ((-0.7249698639) * X2))
2;14.314172732931926;exp(((-0.1337265819) * X2))
3;inf;exp(((0.4947425127 * X1) ^ 2))
10;inf;((exp(exp((0.0497229695 * X1))) + ((-0.3873312175) + ((-0.6746125817) * X2))) + (((-0.8103011250) * X1) ^ 2))
1;4.352678194896783;4.1982741356
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8436821103 * X1) ^ 2) + ((-0.6776304245) * X2)))
8;99386911.41919942;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8495633602 * X1) ^ 2) + ((-0.6917276382) * X2)))
7;inf;((((-0.7515706420) * X2) + ((0.8469730616 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;96664731.35678476;((((-0.7234944701) * X2) + ((0.8436821103 * X1) ^ 2)) + (0.1514078081 * X1))
4;99324559.47226828;(((-0.7515706420) * X2) + ((0.8495633602 * X1) ^ 2))
2;14.829594469985231;exp(((-0.0369307958) * X2))
3;7.914071045736358e+17;((((-0.6197647452) * X1) ^ 2) ^ 2)
10;inf;((((0.8096902370 * X1) ^ 2) + ((-0.6746462584) * X2)) + exp(((-0.1537133306) + exp((0.0577604175 * X1)))))
1;4.433769512488381;4.5537500381
9;inf;((exp((0.1497063190 * X1)) + ((-0.0492403135) * X2)) + (((0.8495633602 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;96579852.27364662;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((-0.6805386543) * X2) + ((0.8434983492 * X1) ^ 2)))
7;inf;((((0.8433291316 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1410192847 * X1)))
6;98085915.40494578;((((-0.7398599982) * X2) + (((-0.8467670083) * X1) ^ 2)) + (0.1514078081 * X1))
4;99168853.71615764;(((-0.7515706420) * X2) + ((0.8492302299 * X1) ^ 2))
2;14.308258501122916;exp(((-0.1346978545) * X2))
3;inf;exp(((0.4968830049 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0453113392) * X2))) + (((0.8501264453 * X1) ^ 2) + ((-0.7029926181) * X2)))
1;4.516834715653633;4.6720876694
9;inf;((exp((0.1514078081 * X1)) + ((-0.0592573509) * X2)) + (((0.8473305702 * X1) ^ 2) + ((-0.6898831129) * X2)))
8;82006317.80933253;((((-0.6746462584) * X2) + ((0.8096993566 * X1) ^ 2)) + (2.3309178352 + (0.1366426945 * X1)))
7;inf;((((0.8434983492 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1410192847 * X1)))
6;97442084.8619361;(((((-0.8453751802) * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1497063190 * X1))
4;96440928.48861122;(((0.8433291316 * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.298397051520467;exp(((-0.1363119185) * X2))
3;inf;exp((((-0.4971901774) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0453113392) * X2))) + (((0.8501954675 * X1) ^ 2) + ((-0.7029926181) * X2)))
1;8.527204974813413;2.2177939415
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8438318372 * X1) ^ 2) + ((-0.6776304245) * X2)))
8;82006317.80933331;((((0.8096993566 * X1) ^ 2) + (2.3309178352 + (0.1366426945 * X1))) + ((-0.6746587753) * X2))
7;inf;(((((-0.8453751802) * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1514078081 * X1)))
6;94014305.46310566;((((-0.7234944701) * X2) + ((0.8378382921 * X1) ^ 2)) + (0.1497063190 * X1))
4;97380326.57883206;((((-0.8453751802) * X1) ^ 2) + ((-0.7450659275) * X2))
2;14.290428325637953;exp(((-0.1376112700) * X2))
3;inf;exp((((-0.4979103208) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0492403135) * X2))) + (((0.8469730616 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.348623341129987;4.2619514465
9;inf;((exp((0.1497063190 * X1)) + ((-0.0509501994) * X2)) + (((0.8492302299 * X1) ^ 2) + ((-0.7029926181) * X2)))
8;98085915.40388861;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((0.8438318372 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1410192847 * X1)))
6;98348423.80950709;((((0.8473305702 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1544127613 * X1))
4;96518348.4520463;(((0.8434983492 * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.846649456844462;exp(((-0.0331884548) * X2))
3;inf;exp(((0.5004446507 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0501544401) * X2))) + (((0.8472660184 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.961985950426234;3.4787771702
9;1.6721348759479543e+31;((((-0.6745961308) * X2) + ((0.8072764277 * X1) ^ 2)) + exp((0.8466830850 + (0.0583444946 * X1))))
8;96502407.6422732;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((-0.6805386543) * X2) + ((0.8433291316 * X1) ^ 2)))
7;inf;((((0.8465587497 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1497063190 * X1)))
6;98318515.95890655;((((0.8472660184 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1544127613 * X1))
4;98284458.71134333;(((-0.7489578724) * X2) + ((0.8473305702 * X1) ^ 2))
2;14.283283538757223;exp(((-0.1387725770) * X2))
3;inf;exp(((0.5029336214 * X1) ^ 2))
10;82091426.80936429;((((0.1366425902 * X1) + ((-0.0135039194) * X2)) + 2.3309178352) + ((((-0.8099093437) * X1) ^ 2) + ((-0.6611548066) * X2)))
1;6.445437526974056;2.8139138222
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8465587497 * X1) ^ 2) + ((-0.6898831129) * X2)))
8;97999044.91477528;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((0.8465794325 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((0.8465794325 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1497063190 * X1)))
6;97989477.62076151;((((-0.7398599982) * X2) + ((0.8465587497 * X1) ^ 2)) + (0.1514078081 * X1))
4;96602501.18988167;(((0.8436821103 * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.853968604190399;exp(((-0.0315683261) * X2))
3;inf;exp(((0.5063071251 * X1) ^ 2))
10;168896561404.0163;(((exp((0.0083567314 * X1)) * (78.9273376465 * X1)) + (2.3306994438 + ((-78.8053665161) * X1))) + ((-0.6742003560) * X2))
1;4.4212979714455685;4.5315341949
9;inf;((exp((0.1497063190 * X1)) + ((-0.0453113392) * X2)) + (((0.8472660184 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;98346463.78063098;(((0.1497063190 * X1) + ((-0.0492403135) * X2)) + (((-0.6805386543) * X2) + ((0.8473305702 * X1) ^ 2)))
7;inf;((((-0.7515706420) * X2) + (((-0.8467670083) * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;98182635.62712814;((((0.8469730616 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1544127613 * X1))
4;96671105.11676018;(((0.8438318372 * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.855101946671649;exp(((-0.0313166864) * X2))
3;inf;exp(((0.5066101551 * X1) ^ 2))
10;168896561404.01633;(((exp((0.0083567314 * X1)) * (78.9273376465 * X1)) + (2.3306994438 + ((-78.8053665161) * X1))) + ((-0.6745916009) * X2))
1;6.93165416619006;2.6547708511
9;1.1737793375282452e+72;((exp((0.1307906210 * X1)) + (1.3309551477 + ((-0.6745916009) * X2))) + ((0.8065071702 * X1) ^ 2))
8;99231156.77871923;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8492302299 * X1) ^ 2) + ((-0.6917276382) * X2)))
7;inf;((((-0.7489578724) * X2) + (((-0.8453751802) * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;98155396.42791553;((((0.8469142914 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1544127613 * X1))
4;98118724.47416534;(((-0.7489578724) * X2) + ((0.8469730616 * X1) ^ 2))
2;14.857132399852308;exp(((-0.0308653414) * X2))
3;inf;exp(((0.5095037222 * X1) ^ 2))
10;inf;((1.3652297258 ^ exp(exp((0.0676278397 * X1)))) + (((-0.6745496392) * X2) + (((-0.8050718307) * X1) ^ 2)))
1;4.350586814774908;4.3062629700
9;inf;((exp((0.1514078081 * X1)) + ((-0.0509501994) * X2)) + (((0.8501264453 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;98085191.15778184;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7515706420) * X2) + ((0.8465794325 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;97442787.2172873;(((((-0.8453751802) * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1514078081 * X1))
4;98091494.14256962;(((-0.7489578724) * X2) + ((0.8469142914 * X1) ^ 2))
2;14.859923874875463;exp(((-0.0302437358) * X2))
3;inf;exp(((0.5105860233 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0501544401) * X2))) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.348623341130619;4.2619509697
9;inf;((exp((0.1497063190 * X1)) + ((-0.0453113392) * X2)) + (((0.8473305702 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;98153438.32309158;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8469142914 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7515706420) * X2) + ((0.8465587497 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;98087148.58174706;(((((-0.8467670083) * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1544127613 * X1))
4;98023268.51963097;(((-0.7489578724) * X2) + (((-0.8467670083) * X1) ^ 2))
2;14.252955304853145;exp(((-0.1436638236) * X2))
3;inf;exp((((-0.5155082941) * X1) ^ 2))
10;1.6721348759479543e+31;((((-0.6746463180) * X2) + (((-0.3293634653) * X1) * ((-2.0026054382) * X1))) + exp((0.8466830850 + (0.0583444946 * X1))))
1;4.74900915434925;3.6291913986
9;inf;((exp((0.1497063190 * X1)) + ((-0.0509501994) * X2)) + ((((-0.8453751802) * X1) ^ 2) + ((-0.6961361766) * X2)))
8;98180677.25062487;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8469730616 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7398599982) * X2) + ((0.8472660184 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;97442065.34762308;((((-0.7234944701) * X2) + (((-0.8453751802) * X1) ^ 2)) + (0.1497063190 * X1))
4;98023229.36966254;(((-0.7071771622) * X2) + (((-0.8467670083) * X1) ^ 2))
2;14.874699066854502;exp(((-0.0269322749) * X2))
3;inf;exp(((0.5156568289 * X1) ^ 2))
10;inf;((((-0.6745961308) * X2) + (((-0.8099093437) * X1) ^ 2)) + exp(((-0.1537133306) + exp((0.0577604175 * X1)))))
1;7.444127905834639;2.5025472641
9;inf;((exp((0.1514078081 * X1)) + ((-0.0592573509) * X2)) + (((0.8469730616 * X1) ^ 2) + ((-0.6898831129) * X2)))
8;98316575.8285972;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8472660184 * X1) ^ 2)))
7;inf;((((0.8469142914 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1497063190 * X1)))
6;98000277.5464292;((((0.8465794325 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1544127613 * X1))
4;97936425.78291231;(((-0.7489578724) * X2) + ((0.8465794325 * X1) ^ 2))
2;14.245806148897517;exp(((-0.1448079646) * X2))
3;inf;exp(((0.5192751288 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0513580181) * X2))) + (((0.8473305702 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;8.078359271956515;2.3306994438
9;inf;((2.3309981823 ^ exp((0.0680632144 * X1))) + (((-0.6746462584) * X2) + (((-0.8096898198) * X1) ^ 2)))
8;101586476.4755272;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8542266488 * X1) ^ 2) + ((-0.6898831129) * X2)))
7;inf;((((-0.7398599982) * X2) + ((0.8473305702 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;96498835.2144377;((((-0.7234944701) * X2) + ((0.8433291316 * X1) ^ 2)) + (0.1410192847 * X1))
4;98118685.3051463;(((-0.7071771622) * X2) + ((0.8469730616 * X1) ^ 2))
2;14.876123659366128;exp(((-0.0266110748) * X2))
3;inf;exp((((-0.5192773342) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0513580181) * X2))) + (((0.8495633602 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.716969799301003;4.8688673973
9;inf;((((-0.6746463180) * X2) + ((0.8096993566 * X1) ^ 2)) + (2.3309981823 ^ exp((0.0680632144 * X1))))
8;98316556.22771695;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8472660184 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;(((((-0.8453751802) * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1410192847 * X1)))
6;96576278.412625;((((-0.7234944701) * X2) + ((0.8434983492 * X1) ^ 2)) + (0.1410192847 * X1))
