length;mse;model
4;98254521.3928714;(((-0.7071771622) * X2) + ((0.8472660184 * X1) ^ 2))
2;14.243398133281485;exp(((-0.1451925933) * X2))
3;inf;exp(((0.5192865133 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0501544401) * X2))) + (((0.8465587497 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;5.008040493401708;3.4499068260
9;inf;((2.3309981823 ^ exp((0.0662878901 * X1))) + (((0.8079563379 * X1) ^ 2) + ((-0.6745843291) * X2)))
8;98347188.9913617;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8473305702 * X1) ^ 2)))
7;inf;((((0.8472660184 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1497063190 * X1)))
6;101586476.4744963;((((0.8542266488 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1497063190 * X1))
4;98284419.50926988;(((-0.7071771622) * X2) + ((0.8473305702 * X1) ^ 2))
2;14.885213778119997;exp(((-0.0245534256) * X2))
3;inf;exp(((0.5192986131 * X1) ^ 2))
10;82006317.8093333;((((0.1366425902 * X1) + ((-0.0135039194) * X2)) + 2.3309178352) + (((0.8096993566 * X1) ^ 2) + ((-0.6611548066) * X2)))
1;6.252754380744507;2.8820493221
9;inf;((2.3309981823 ^ exp((0.0680632144 * X1))) + (((0.8096993566 * X1) ^ 2) + ((-0.6745843291) * X2)))
8;98180696.83795829;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8469730616 * X1) ^ 2)))
7;inf;((((0.8473305702 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1497063190 * X1)))
6;99228046.07788941;((((0.8492302299 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1422722489 * X1))
4;98284458.71257892;(((-0.7515706420) * X2) + ((0.8473305702 * X1) ^ 2))
2;14.888087694658173;exp(((-0.0238999501) * X2))
3;inf;exp(((0.5193095803 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0453113392) * X2))) + (((0.8469730616 * X1) ^ 2) + ((-0.7029926181) * X2)))
1;4.349348946439111;4.2888889313
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8472660184 * X1) ^ 2) + ((-0.6917276382) * X2)))
8;98346463.78027095;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8473305702 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((0.8465587497 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1514078081 * X1)))
6;96660456.39524001;((((-0.7234944701) * X2) + ((0.8436821103 * X1) ^ 2)) + (0.1410192847 * X1))
4;98254560.59021951;(((-0.7515706420) * X2) + ((0.8472660184 * X1) ^ 2))
2;14.21528071867862;exp(((-0.1496562064) * X2))
3;inf;exp(((0.5193175673 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0453113392) * X2))) + (((0.8438318372 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;5.562846461185219;3.1600339413
9;inf;((exp((0.1514078081 * X1)) + ((-0.0492403135) * X2)) + (((0.8492302299 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;98317281.3285305;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8472660184 * X1) ^ 2)))
7;inf;((((0.8465794325 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1514078081 * X1)))
6;98087461.77092135;(((((-0.8467670083) * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1551817507 * X1))
4;96518387.29951268;(((0.8434983492 * X1) ^ 2) + ((-0.7450659275) * X2))
2;14.212457261192284;exp(((-0.1501016617) * X2))
3;inf;exp(((0.5193383098 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0509501994) * X2))) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6961361766) * X2)))
1;6.495765945494648;2.7966387272
9;inf;((exp((0.1514078081 * X1)) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8438318372 * X1) ^ 2)))
8;98153457.90770827;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8469142914 * X1) ^ 2)))
7;inf;(((((-0.8467670083) * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1514078081 * X1)))
6;99647464.43499757;((((0.8501264453 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1422722489 * X1))
4;97380287.55835174;((((-0.8453751802) * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.199841965954617;exp(((-0.1520859301) * X2))
3;inf;exp((((-0.5193473101) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0513580181) * X2))) + (((0.8469730616 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;8.285526119099748;2.2777888775
9;inf;((exp((0.1514078081 * X1)) + ((-0.0592573509) * X2)) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6898831129) * X2)))
8;99231137.08671235;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((-0.6805386543) * X2) + ((0.8492302299 * X1) ^ 2)))
7;inf;((((-0.7489578724) * X2) + ((0.8542266488 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;99228046.07856645;((((-0.7398599982) * X2) + ((0.8492302299 * X1) ^ 2)) + (0.1422722489 * X1))
4;96440967.32049958;(((0.8433291316 * X1) ^ 2) + ((-0.7450659275) * X2))
2;14.192795969748527;exp(((-0.1531899273) * X2))
3;inf;exp(((0.5193584561 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0501544401) * X2))) + (((0.8492302299 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;6.280366910447302;2.8720800877
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8465587497 * X1) ^ 2)))
8;98085210.73558998;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + (((-0.8467670083) * X1) ^ 2)))
7;inf;((((0.8469142914 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1514078081 * X1)))
6;98177602.64702965;((((0.8469730616 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1422722489 * X1))
4;98091494.14380524;(((-0.7515706420) * X2) + ((0.8469142914 * X1) ^ 2))
2;14.188269704297356;exp(((-0.1538975239) * X2))
3;inf;exp(((0.5193661451 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0513580181) * X2))) + ((((-0.8453751802) * X1) ^ 2) + ((-0.6898831129) * X2)))
1;6.036517014169025;5.5611414909
9;inf;((exp((0.1497063190 * X1)) + ((-0.0492403135) * X2)) + (((0.8501264453 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;97988753.72922352;(((0.1497063190 * X1) + ((-0.0492403135) * X2)) + (((0.8465587497 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((0.8469730616 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1514078081 * X1)))
6;97442767.7029113;((((-0.7234944701) * X2) + (((-0.8453751802) * X1) ^ 2)) + (0.1514078081 * X1))
4;97380346.08423468;(((-0.7489578724) * X2) + (((-0.8453751802) * X1) ^ 2))
2;14.183669315235806;exp(((-0.1546154320) * X2))
3;inf;exp((((-0.5193684101) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0453113392) * X2))) + ((((-0.8467670083) * X1) ^ 2) + ((-0.7029926181) * X2)))
1;4.436924693291773;4.5591073036
9;1.6721348759479543e+31;((((-0.6746463180) * X2) + ((0.8068465590 * X1) ^ 2)) + exp((0.8466830850 + (0.0583444946 * X1))))
8;98181401.85020451;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8469730616 * X1) ^ 2)))
7;inf;((((-0.7234944701) * X2) + ((0.8348203301 * X1) ^ 2)) + exp((0.1366425902 * X1)))
6;98082118.04967171;(((((-0.8467670083) * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1422722489 * X1))
4;98023268.52086657;(((-0.7515706420) * X2) + (((-0.8467670083) * X1) ^ 2))
2;14.181097252965179;exp(((-0.1550162584) * X2))
3;inf;exp(((0.5193709135 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0501544401) * X2))) + (((0.8438318372 * X1) ^ 2) + ((-0.6898830533) * X2)))
1;4.383986086214933;4.4500017166
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8495633602 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;98154162.8221499;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8469142914 * X1) ^ 2)))
7;inf;((((-0.7489578724) * X2) + ((0.8473305702 * X1) ^ 2)) + exp((0.1416986734 * X1)))
6;98180677.24959241;((((0.8469730616 * X1) ^ 2) + ((-0.7249698639) * X2)) + (0.1497063190 * X1))
4;97936425.78414796;(((-0.7515706420) * X2) + ((0.8465794325 * X1) ^ 2))
2;14.919819516441947;exp(((-0.0165882632) * X2))
3;inf;exp((((-0.5193731785) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0513580181) * X2))) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.61983965320579;3.7411675453
9;inf;((exp((0.1497063190 * X1)) + ((-0.0492403135) * X2)) + (((0.8501954675 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;97998340.5585936;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8465794325 * X1) ^ 2)))
7;inf;((((-0.7489578724) * X2) + ((0.8542266488 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;97989458.05145988;((((0.8465587497 * X1) ^ 2) + ((-0.7249698639) * X2)) + (0.1514078081 * X1))
5;127691823.17464583;(((0.7604849339 * X1) * (1.0761005878 * X1)) + ((-0.8592220545) * X2))
3;inf;exp(((0.5193756223 * X1) ^ 2))
4;97926802.85520479;(((0.8465587497 * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.177919241542353;exp(((-0.1555109620) * X2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0513580181) * X2))) + (((0.8501264453 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.454196807873632;4.5868725777
9;inf;((exp((0.1497063190 * X1)) + ((-0.0538309216) * X2)) + (((0.8465587497 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;97988773.29790543;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8465587497 * X1) ^ 2)))
7;inf;((((-0.7379882336) * X2) + ((0.8472660184 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;97985682.13273573;((((0.8465587497 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1422722489 * X1))
4;99168814.33693242;(((-0.7071771622) * X2) + ((0.8492302299 * X1) ^ 2))
2;14.169708364902638;exp(((-0.1567863077) * X2))
3;inf;exp(((0.5193783641 * X1) ^ 2))
10;1.915192669739825e+31;((0.7897376418 ^ ((-3.5850200653) + ((-0.2476030886) * X1))) + (((0.8068465590 * X1) ^ 2) + ((-0.6745843291) * X2)))
1;5.204228504764484;5.1869411469
9;inf;((2.3309981823 ^ exp((0.0680632144 * X1))) + ((((-0.8099093437) * X1) ^ 2) + ((-0.6745843291) * X2)))
8;98085915.40492244;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + (((-0.8467670083) * X1) ^ 2)))
7;inf;((((-0.7489578724) * X2) + ((0.8438318372 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;101588448.60466227;((((0.8542266488 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1544127613 * X1))
4;98023209.80091725;((((-0.8467670083) * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.932972682846042;exp(((-0.0135039194) * X2))
3;inf;exp(((0.5193804502 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0513580181) * X2))) + (((0.8501954675 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;5.067122724695383;5.1095952988
9;inf;((exp((0.1514078081 * X1)) + ((-0.0453113392) * X2)) + (((0.8465587497 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;99386911.42025298;(((0.1497063190 * X1) + ((-0.0492403135) * X2)) + (((0.8495633602 * X1) ^ 2) + ((-0.6961361766) * X2)))
7;inf;((((-0.7398599982) * X2) + ((0.8492302299 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;99682980.46309096;((((-0.7489578724) * X2) + ((0.8501954675 * X1) ^ 2)) + (0.1497063190 * X1))
4;98091435.40343025;(((0.8469142914 * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.158497119752246;exp(((-0.1585212201) * X2))
3;inf;exp((((-0.5193828940) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0501544401) * X2))) + (((0.8495633602 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.6136415287658235;4.7767510414
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + (((-0.8467670083) * X1) ^ 2)))
8;98153438.32259285;(((0.1497063190 * X1) + ((-0.0492403135) * X2)) + (((0.8469142914 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7515706420) * X2) + (((-0.8453751802) * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;96504329.7877526;((((-0.7234944701) * X2) + ((0.8433291316 * X1) ^ 2)) + (0.1544127613 * X1))
4;98118665.72687566;(((0.8469730616 * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.934577285520222;exp(((-0.0131254271) * X2))
3;inf;exp(((0.5193852186 * X1) ^ 2))
10;1.6721348759479543e+31;((((-0.6746463180) * X2) + (((-1.0768485069) * X1) * ((-0.6045431495) * X1))) + exp((0.8466830850 + (0.0583444946 * X1))))
1;6.558075144030629;2.7755293846
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8469730616 * X1) ^ 2) + ((-0.6917276382) * X2)))
8;98180677.25012606;(((0.1497063190 * X1) + ((-0.0492403135) * X2)) + (((0.8469730616 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7489578724) * X2) + ((0.8436821103 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;99651311.70533578;((((-0.7489578724) * X2) + ((0.8501264453 * X1) ^ 2)) + (0.1514078081 * X1))
4;99324520.06215271;(((-0.7071771622) * X2) + ((0.8495633602 * X1) ^ 2))
2;14.93579310909898;exp(((-0.0128383208) * X2))
3;inf;exp((((-0.5193882585) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0501544401) * X2))) + (((0.8433291316 * X1) ^ 2) + ((-0.6898830533) * X2)))
1;4.350921019976307;4.3098859787
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8469142914 * X1) ^ 2) + ((-0.6917276382) * X2)))
8;97999044.91580915;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8465794325 * X1) ^ 2)))
7;inf;((((0.8501264453 * X1) ^ 2) + ((-0.7606066465) * X2)) + exp((0.1497063190 * X1)))
6;97444016.34529164;(((((-0.8453751802) * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1544127613 * X1))
4;96602501.1889174;(((0.8436821103 * X1) ^ 2) + ((-0.6972943544) * X2))
2;14.941637318267738;exp(((-0.0114543214) * X2))
3;inf;exp((((-0.5193911195) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0513580181) * X2))) + (((0.8465794325 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.9682276503770515;5.0491013527
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8469142914 * X1) ^ 2)))
8;97989477.6207382;(((0.1514078081 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8465587497 * X1) ^ 2)))
7;inf;((((-0.7489578724) * X2) + ((0.8438318372 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;96581775.19024256;((((-0.7234944701) * X2) + ((0.8434983492 * X1) ^ 2)) + (0.1544127613 * X1))
4;96671163.42919926;(((-0.7489578724) * X2) + ((0.8438318372 * X1) ^ 2))
2;14.945803262315001;exp(((-0.0104637519) * X2))
3;inf;exp(((0.5193943977 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0513580181) * X2))) + (((0.8465587497 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.435624301835324;3.9669926167
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8469730616 * X1) ^ 2)))
8;98085210.73597167;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6898831129) * X2)))
7;inf;((((-0.7489578724) * X2) + ((0.8473305702 * X1) ^ 2)) + exp((0.1410192847 * X1)))
6;98181382.26177588;((((0.8469730616 * X1) ^ 2) + ((-0.7249698639) * X2)) + (0.1514078081 * X1))
4;98254501.80105384;(((0.8472660184 * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.129824528655341;exp(((-0.1629249156) * X2))
3;inf;exp(((0.5193967819 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0509501994) * X2))) + (((0.8501264453 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;6.40731091157808;2.8271391392
9;inf;((exp((0.1497063190 * X1)) + ((-0.0492403135) * X2)) + (((0.8465587497 * X1) ^ 2) + ((-0.6898830533) * X2)))
8;98316556.2272182;(((0.1497063190 * X1) + ((-0.0492403135) * X2)) + (((0.8472660184 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7489578724) * X2) + ((0.8472660184 * X1) ^ 2)) + exp((0.1410192847 * X1)))
6;96732677.02230082;((((0.8438318372 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1497063190 * X1))
4;98284399.91447192;(((0.8473305702 * X1) ^ 2) + ((-0.7029926181) * X2))
2;14.117914461599858;exp(((-0.1647403240) * X2))
3;inf;exp(((0.5193989277 * X1) ^ 2))
10;inf;((1.3653326035 ^ exp(exp((0.0680632144 * X1)))) + (((-0.6744704247) * X2) + (((-0.8041266203) * X1) ^ 2)))
1;4.348623341130091;4.2619524002
9;inf;((exp((0.1497063190 * X1)) + ((-0.0492403135) * X2)) + (((0.8438318372 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;81302671.7561715;((((0.8079563379 * X1) ^ 2) + (2.3309178352 + (0.1366426945 * X1))) + ((-0.6746587753) * X2))
7;inf;((((-0.7515706420) * X2) + ((0.8501954675 * X1) ^ 2)) + exp((0.1410192847 * X1)))
6;96665955.56785347;((((-0.7234944701) * X2) + ((0.8436821103 * X1) ^ 2)) + (0.1544127613 * X1))
4;96602559.48163144;(((-0.7489578724) * X2) + ((0.8436821103 * X1) ^ 2))
2;14.115522311040023;exp(((-0.1651039869) * X2))
3;inf;exp((((-0.5194016099) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0453113392) * X2))) + (((0.8469730616 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;6.478691968739562;2.8024764061
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6917276382) * X2)))
8;99650561.96943381;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((-0.6805386543) * X2) + ((0.8501264453 * X1) ^ 2)))
7;inf;((((-0.7398599982) * X2) + ((0.8495633602 * X1) ^ 2)) + exp((0.1497063190 * X1)))
6;99383285.99393542;((((0.8495633602 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1410192847 * X1))
4;99588147.09366062;(((0.8501264453 * X1) ^ 2) + ((-0.7606066465) * X2))
2;14.112105195466599;exp(((-0.1656229198) * X2))
3;inf;exp((((-0.5194054246) * X1) ^ 2))
10;inf;((exp((0.1344862878 * X1)) + (exp(0.2858969271) + ((-0.6745916009) * X2))) + (((-0.8096898198) * X1) ^ 2))
1;4.43475719463841;4.5554375648
9;inf;((2.3309981823 ^ exp((0.0680632144 * X1))) + ((((-0.8103011250) * X1) ^ 2) + ((-0.6745843291) * X2)))
8;99682940.99091408;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((-0.6805386543) * X2) + ((0.8501954675 * X1) ^ 2)))
7;inf;((((-0.7515706420) * X2) + ((0.8495633602 * X1) ^ 2)) + exp((0.1410192847 * X1)))
6;97988753.72829075;((((-0.7234944701) * X2) + ((0.8465587497 * X1) ^ 2)) + (0.1497063190 * X1))
4;96518406.71840757;(((-0.7489578724) * X2) + ((0.8434983492 * X1) ^ 2))
2;14.106535067903176;exp(((-0.1664674133) * X2))
3;inf;exp(((0.5194079280 * X1) ^ 2))
10;inf;((exp((0.1514078081 * X1)) + exp(((-0.0513580181) * X2))) + (((0.8495633602 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.527407383205617;3.8391232491
9;inf;((exp((0.1497063190 * X1)) + ((-0.0492403135) * X2)) + (((0.8436821103 * X1) ^ 2) + ((-0.6961361766) * X2)))
8;98346483.38520813;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8473305702 * X1) ^ 2) + ((-0.6917276382) * X2)))
7;inf;((((0.8472660184 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1410192847 * X1)))
6;97998320.98802385;((((-0.7234944701) * X2) + ((0.8465794325 * X1) ^ 2)) + (0.1497063190 * X1))
4;99588107.62671562;(((-0.7071771622) * X2) + ((0.8501264453 * X1) ^ 2))
2;14.104858993074657;exp(((-0.1667211950) * X2))
3;inf;exp((((-0.5194103122) * X1) ^ 2))
10;inf;((((0.8433291316 * X1) ^ 2) + ((-0.6961361766) * X2)) + (exp((0.1497063190 * X1)) + exp(((-0.0396204814) * X2))))
1;4.419976657467232;4.5290722847
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8472660184 * X1) ^ 2)))
8;96853487.18740872;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + ((((-0.8440952897) * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7489578724) * X2) + ((0.8469142914 * X1) ^ 2)) + exp((0.1410192847 * X1)))
6;98342876.98631725;((((0.8473305702 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1410192847 * X1))
4;96518348.45091008;(((0.8434983492 * X1) ^ 2) + ((-0.6961361766) * X2))
2;14.970095692343389;exp(((-0.0046195476) * X2))
3;inf;exp((((-0.5194124579) * X1) ^ 2))
10;85349202.74022631;((((-0.6745170951) * X2) + (((-1.7683072090) * X1) * ((-0.3783341944) * X1))) + sqrt((5.4324164391 + (0.6312876344 * X1))))
1;7.056066476148411;2.6165208817
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + ((((-0.8453751802) * X1) ^ 2) + ((-0.6776304245) * X2)))
8;98316575.8296737;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8472660184 * X1) ^ 2) + ((-0.6917276382) * X2)))
7;inf;((((0.8473305702 * X1) ^ 2) + ((-0.7379882336) * X2)) + exp((0.1410192847 * X1)))
6;98317261.72655517;((((0.8472660184 * X1) ^ 2) + ((-0.7249698639) * X2)) + (0.1514078081 * X1))
4;99620476.50092775;(((-0.7071771622) * X2) + ((0.8501954675 * X1) ^ 2))
2;14.096818517021156;exp(((-0.1679364592) * X2))
3;inf;exp(((0.5194149017 * X1) ^ 2))
10;inf;((exp((0.1514078081 * X1)) + exp(((-0.0501544401) * X2))) + (((0.8465587497 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;5.890245042354932;5.5035724640
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8465794325 * X1) ^ 2) + ((-0.6917276382) * X2)))
8;96732677.021915;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((0.8438318372 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7515706420) * X2) + ((0.8492302299 * X1) ^ 2)) + exp((0.1410192847 * X1)))
6;96579871.69913147;((((0.8434983492 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1497063190 * X1))
4;96440986.73160549;(((-0.7489578724) * X2) + ((0.8433291316 * X1) ^ 2))
2;14.096463580598181;exp(((-0.1679900289) * X2))
3;inf;exp(((0.5194177628 * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0501544401) * X2))) + ((((-0.8453751802) * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.84787692143904;4.9685306549
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + ((0.8473305702 * X1) ^ 2)))
8;97442084.86258578;(((0.1497063190 * X1) + ((-0.0592573509) * X2)) + (((-0.6805386543) * X2) + (((-0.8453751802) * X1) ^ 2)))
7;inf;((((-0.7398599982) * X2) + ((0.8492302299 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;99386911.41418271;((((0.8495633602 * X1) ^ 2) + ((-0.7277979851) * X2)) + (0.1497063190 * X1))
4;96602501.18874547;(((0.8436821103 * X1) ^ 2) + ((-0.6961361766) * X2))
2;14.096082378614982;exp(((-0.1680475473) * X2))
3;inf;exp((((-0.5194200277) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0513580181) * X2))) + ((((-0.8467670083) * X1) ^ 2) + ((-0.6898831129) * X2)))
1;5.219888463357057;3.3285360336
9;inf;((exp((0.1497063190 * X1)) + ((-0.0453113392) * X2)) + (((-0.7071771622) * X2) + ((0.8473305702 * X1) ^ 2)))
8;98153457.90878484;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8469142914 * X1) ^ 2) + ((-0.6917276382) * X2)))
7;inf;((((-0.7489578724) * X2) + ((0.8433291316 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;96664750.79311632;((((0.8436821103 * X1) ^ 2) + ((-0.7379882336) * X2)) + (0.1514078081 * X1))
4;96671105.11562398;(((0.8438318372 * X1) ^ 2) + ((-0.6961361766) * X2))
2;14.095046990167866;exp(((-0.1682037413) * X2))
3;inf;exp((((-0.5194230676) * X1) ^ 2))
10;inf;((exp((0.1497063190 * X1)) + exp(((-0.0453113392) * X2))) + (((0.8473305702 * X1) ^ 2) + ((-0.6961361766) * X2)))
1;4.892015073326387;3.5248007774
9;inf;((exp((0.1497063190 * X1)) + ((-0.0592573509) * X2)) + (((0.8434983492 * X1) ^ 2) + ((-0.6746587157) * X2)))
8;99231137.08582355;(((0.1497063190 * X1) + ((-0.0509501994) * X2)) + (((0.8492302299 * X1) ^ 2) + ((-0.6776304245) * X2)))
7;inf;((((-0.7398599982) * X2) + ((0.8495633602 * X1) ^ 2)) + exp((0.1514078081 * X1)))
6;99386931.12527595;((((-0.7489578724) * X2) + ((0.8495633602 * X1) ^ 2)) + (0.1497063190 * X1))
4;99324559.47686005;(((0.8495633602 * X1) ^ 2) + ((-0.7606066465) * X2))
2;14.083396278512112;exp(((-0.1699572802) * X2))
3;inf;exp(((0.5194253922 * X1) ^ 2))
