problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,physics_alignment,physics_alignment_spearman,physics_alignment_grad_cosine,gate_ok,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
sir,oneshot,3,1,8012,ok,,500,"[0, 1, 2]","[2.042416572570801, 1.9122377634048462, 0.7926344871520996]",2,2,info,1.773;1.232;0.033,1.821;1.222,2,3,-2.7899886808576726,2,140750,1.2383165981370883,0.16329931618554522,4,0.015262301236660825,0.9825224613186718,10000,((-12.576772) + (1.741484 * (11.371287 * X2))) | ((-0.000005) + (((((-4.702725) * X3) + ((-20.181202) * X1)) + 40.265572) + (7.191752 * X2))),((-12.576772) + (1.741484 * (11.371287 * X2))) | ((-0.000005) + (((((-4.702725) * X3) + ((-20.181202) * X1)) + 40.265572) + (7.191752 * X2))),True,10.0,-1.7075861565505215,1.0824025243071511,0.9691115056378948,0.6045334779678454,0.6706217224868899,0.9236639966569318,True,False,True,5.809539794921875,28.88512349128723,27.167879104614258,1.9474196434020996,133.48213577270508,5.130064249038696,211.20013236999512,2097.62890625
