problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,n_pca_simulations,physics_alignment,chirp_mass_alignment,gate_ok,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
gw_taylorf2,oneshot,2,1,7981,ok,,500,"[0, 1]","[1.4197670221328735, 1.3912467956542969]",1,2,info,1.426;-0.044,1.543;-0.028,2,2,-0.8945159939355785,2,143200,0.5276847281246175,0.11547005383792516,3,0.192571883411,0.9986394128347753,2000,((-5.709807) + ((-8.889626) * ((0.905008 * X2) * ((-1.088775) * X1)))) | (0.000507 + (0.999854 * (((0.721549 * X1) ^ (-1.255005)) + ((3.121572 * X2) + ((-1.821362) * X1))))),((-5.709807) + ((-8.889626) * ((0.905008 * X2) * ((-1.088775) * X1)))) | (0.000507 + (0.999854 * (((0.721549 * X1) ^ (-1.255005)) + ((3.121572 * X2) + ((-1.821362) * X1))))),True,10.0,0.1679023239976367,1.0624183179332152,0.9979359276120388,1000,0.9833418025338406,0.951751549417432,True,False,True,5.662256240844727,47.084529399871826,64.57477807998657,1.1145844459533691,248.8049328327179,15.316653966903687,389.24572563171387,1869.91796875
