problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,physics_alignment,physics_alignment_spearman,physics_alignment_grad_cosine,gate_ok,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
sir,oneshot,3,8,63445,ok,,500,"[1, 0, 2]","[1.9673601388931274, 2.0184545516967773, 0.5972780585289001]",2,3,info,1.754;1.395;-0.051,1.761;1.345;-0.025,3,3,-2.800572088195304,3,141048,1.1296987869712014,0.16329931618554522,0,0.011751270799487429,0.9904794845878243,10000,((-12.273264) + (1.741689 * (12.420342 * X2))) | ((-0.569417) + (1.000718 * (((((-0.815593) * X2) + (0.609797 * X3)) + (1.908045 * X1)) ^ 2.566303))) | (0.291160 + (1.003375 * (((-3.460088) * X2) + ((11.107183 * X1) + ((-4.389808) * X3))))),((-12.273264) + (1.741689 * (12.420342 * X2))) | ((-0.569417) + (1.000718 * (((((-0.815593) * X2) + (0.609797 * X3)) + (1.908045 * X1)) ^ 2.566303))) | (0.291160 + (1.003375 * (((-3.460088) * X2) + ((11.107183 * X1) + ((-4.389808) * X3))))),True,15.0,-2.1639221385395553,0.6366499496557485,0.980429960849499,0.6885292710647397,0.7403071532286128,0.886406537400166,True,False,True,4.967457056045532,415.22911071777344,156.65230631828308,0.9802634716033936,188.99407148361206,13.266049861907959,786.1522331237793,1852.21484375
