length;mse;model
2;inf;exp((0.2706851661 * X2))
11;inf;((((-2.2257962227) + ((0.4874206483 * X1) * (0.8278504014 * X1))) * exp(((-0.3471885324) * X2))) + sqrt((7.8723540306 * X2)))
10;inf;((((((-0.0096500050) * X1) * ((-37.9011573792) * X1)) + (0.6345322728 * X2)) ^ exp(((-0.1134839505) * X2))) + (0.7675073743 * X2))
8;inf;((((3.0784609318 * X1) * (0.1377406567 * X1)) * exp(((-0.2887732387) * X2))) + (1.1239087582 * X2))
7;inf;((((1.5403701067 * X1) * (0.2729946673 * X1)) + (1.5148216486 * X2)) ^ (-0.0299878120))
16;inf;(((-1.0606563091) + (0.8417170048 * X2)) + ((((((3.0784609318 * X1) * (0.1364975572 * X1)) + (1.2149449587 * X2)) + ((-0.0193857718) * X1)) + ((-0.0245310348) * X1)) ^ exp(((-0.1243657693) * X2))))
15;nan;(((((((3.0784609318 * X1) * (0.1377406567 * X1)) + (1.1633005142 * X2)) + ((-0.0440151840) * X1)) ^ exp(((-0.1262714714) * X2))) + (0.8292583227 * X2)) + log(abs(0.4147703350)))
12;nan;(((((((-0.0102497200) * X1) * ((-40.2570343018) * X1)) + (1.1035268307 * X2)) + (-0.3131247163)) ^ exp(((-0.1263796091) * X2))) + (0.7674436569 * X2))
9;nan;((((2.5222549438 * X1) * (0.1028997973 * X1)) * exp(((-0.3460848927) * X2))) + sqrt((6.2341594696 * X2)))
6;inf;log(abs((((1.7129274607 * X1) * (6.3534402847 * X1)) + (35.9587402344 * X2))))
14;nan;((((((2.3587484360 * X1) * (0.1756648123 * X1)) + (1.2012192011 * X2)) ^ exp(((-0.1245838404) * X2))) + ((-0.0134779671) * X1)) + ((-1.0439484119) + (0.8402312994 * X2)))
13;inf;(log(abs(0.4138478935)) + (((((3.8250043392 * X1) * (0.1050748155 * X1)) + (1.1632953882 * X2)) ^ exp(((-0.1263796091) * X2))) + (0.8296557665 * X2)))
20;nan;(((-0.8147275448) + (((((((-0.0032126612) * X1) * ((-63.6858139038) * X1)) + (0.5489890575 * X2)) + ((-0.0222323257) * X1)) ^ exp(((-0.2063628733) * X2))) * (exp((0.0227024965 * X2)) + exp((0.1036154553 * X2))))) + (0.5209480524 * X2))
1;4.78477423994994;4.4452519417
19;nan;(((-0.8333752751) + (((((((-0.0040192581) * X1) * ((-52.5396308899) * X1)) + (0.5846982002 * X2)) + ((-0.0229064357) * X1)) ^ exp(((-0.1997238696) * X2))) * (exp((0.1096889451 * X2)) + 0.9394335747))) + (0.5327316523 * X2))
18;inf;(((-0.7724094987) + ((((((6.5816841125 * X1) * (0.0478666499 * X1)) + (0.7607573867 * X2)) + ((-0.0342587605) * X1)) ^ exp(((-0.2122653127) * X2))) * ((0.2205083370 * X2) + 1.2894308567))) + (0.5567532778 * X2))
17;nan;(((((exp((log(abs((0.6844881773 * X1))) * 1.8779420853)) + ((-0.0439376347) * X1)) + (1.2007313967 * X2)) ^ exp(((-0.1247764379) * X2))) + (0.8382340670 * X2)) + log(abs(0.3564789593)))
4;inf;(log(abs(((-7.5497078896) * X1))) + (0.6552323699 * X2))
5;inf;((((-0.0053803921) * X1) * ((-37.5862922668) * X1)) + (0.8247305155 * X2))
3;1.9967628890613232;((9.6807384491 * X2) ^ 0.4838844836)
2;inf;exp((0.2711836100 * X2))
11;inf;((((-2.2258009911) + (((-0.0097424928) * X1) * ((-41.0766296387) * X1))) * exp(((-0.3472003043) * X2))) + sqrt((7.8723530769 * X2)))
10;inf;(((((0.1727674603 * X1) * (2.1030321121 * X1)) + (0.6257040501 * X2)) ^ exp(((-0.1143472195) * X2))) + (0.7698023319 * X2))
8;inf;((((0.1453348100 * X1) * (2.8769829273 * X1)) * exp(((-0.2941728532) * X2))) + (1.1297771931 * X2))
7;inf;((((3.7033092976 * X1) * (0.0572309531 * X1)) + (0.8893810511 * X2)) ^ (-0.0299878120))
16;inf;((((2.6115145683 * X2) ^ 0.6716506481) + (-1.4031186104)) + (((((1.5485179424 * X1) * (0.2744386792 * X1)) + (0.5110715628 * X2)) + ((-0.0463737436) * X1)) ^ exp(((-0.1486757845) * X2))))
15;nan;(((-0.2283280045) + (((((2.0962791443 * X1) * (0.0614399239 * X1)) + (0.3796914220 * X2)) ^ exp(((-0.2794536948) * X2))) * exp((0.1180255190 * X2)))) * 3.0630617142)
12;inf;((((((1.5203154087 * X1) * (0.2824146152 * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1262714714) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
9;nan;((((4.4557456970 * X1) * (0.0701707080 * X1)) * exp(((-0.3363024890) * X2))) + sqrt((6.2326984406 * X2)))
6;inf;log(abs((((1.7929943800 * X1) * (5.5942749977 * X1)) + (32.8962059021 * X2))))
14;nan;(((0.8396626711 * X2) + (-1.0273008347)) + ((exp((log(abs((0.6927496195 * X1))) * 1.8747949600)) + (1.2054466009 * X2)) ^ exp(((-0.1248126030) * X2))))
13;nan;(((((((-0.3639732003) * X1) * ((-1.1681659222) * X1)) + (1.1606981754 * X2)) ^ exp(((-0.1261364818) * X2))) + (0.8288236856 * X2)) + log(abs(0.4158256948)))
20;nan;(((-0.8111643791) + (((((((-0.0053803921) * X1) * ((-37.5862922668) * X1)) + (0.5803264976 * X2)) + ((-0.0222027134) * X1)) ^ exp(((-0.2235249579) * X2))) * (exp((0.0994901061 * X2)) + exp((0.0991717055 * X2))))) + (0.3890282810 * X2))
1;3.695241597552863;5.2286372185
19;nan;(((-0.2284550071) + ((((((1.9429591894 * X1) * (0.0663970634 * X1)) + (0.3829405308 * X2)) + ((-0.0141160851) * X1)) ^ exp(((-0.2793403864) * X2))) * exp((0.1090222299 * X2)))) * ((0.0323270671 * X2) + 3.0523056984))
18;inf;(((-0.7741461396) + ((((((6.5162239075 * X1) * (0.0457459912 * X1)) + (0.7216522694 * X2)) + ((-0.0324251428) * X1)) ^ exp(((-0.2114115804) * X2))) * ((0.2117504776 * X2) + 1.3661133051))) + (0.5595315099 * X2))
17;nan;(((-0.9187614918) + ((((((0.1549680829 * X1) * (2.6827328205 * X1)) + (1.3137577772 * X2)) + ((-0.0447586402) * X1)) ^ exp(((-0.1734077334) * X2))) * exp((0.1101645753 * X2)))) + (0.5792602301 * X2))
4;inf;(log(abs((8.4999094009 * X1))) + (0.6549768448 * X2))
5;inf;((((-0.0053803921) * X1) * ((-36.3002967834) * X1)) + (0.9275628328 * X2))
3;2.0138463356233367;((9.5987215042 * X2) ^ 0.4818448722)
2;inf;exp((0.2719894052 * X2))
11;inf;(((((1.9167020321 * X1) * (0.1972298622 * X1)) * exp(((-0.2370352298) * X2))) + (1.4569524527 * X2)) ^ exp(((-0.0232501570) * X2)))
10;inf;(((((0.2245415151 * X1) * (1.6179118156 * X1)) + (0.6255882978 * X2)) ^ exp(((-0.1141542941) * X2))) + (0.7699012160 * X2))
8;inf;((((2.5741376877 * X1) * (0.1632405519 * X1)) * exp(((-0.2593495548) * X2))) + (1.1235437393 * X2))
7;inf;((((4.3611040115 * X1) * (0.0572309531 * X1)) + (0.8893810511 * X2)) ^ (-0.0299878120))
16;nan;(((((((2.3373599052 * X1) * (0.1810045987 * X1)) + (1.2122218609 * X2)) + ((-0.0574279912) * X1)) ^ exp(((-0.1244520023) * X2))) + (0.0068313610 * X1)) + ((-1.0502533913) + (0.8408569098 * X2)))
15;nan;(((-0.2467622906) + ((((((-0.0040912321) * X1) * ((-33.1293716431) * X1)) + (0.4150852561 * X2)) ^ exp(((-0.2736066878) * X2))) * exp((0.1228170693 * X2)))) * 2.9150094986)
12;inf;(((((1.1306450367 * X1) * (0.3382044733 * X1)) + ((0.6240120530 * X2) ^ 1.5296636820)) ^ exp(((-0.1282468140) * X2))) + (0.6549298167 * X2))
9;nan;((((0.2293935418 * X1) * (1.1306450367 * X1)) * exp(((-0.3471885324) * X2))) + sqrt((6.2326984406 * X2)))
6;inf;log(abs((((2.1772058010 * X1) * (4.6810183525 * X1)) + (33.4148864746 * X2))))
14;nan;((((((1.4426950216 * X1) * (0.2867352962 * X1)) + (1.2080866098 * X2)) ^ exp(((-0.1243566573) * X2))) + ((-0.0134779671) * X1)) + ((-1.0249346495) + (0.8390583396 * X2)))
13;inf;(log(abs(0.4138478935)) + ((((((-2.0452160835) * X1) * ((-0.2081944793) * X1)) + (1.1645883322 * X2)) ^ exp(((-0.1263796091) * X2))) + (0.8296557665 * X2)))
20;nan;(((-2.0610015392) + (((((((1.5593265295 * X1) * (0.1323886663 * X1)) + (0.4801189303 * X2)) + 0.6581592560) + ((-0.0224260762) * X1)) ^ exp(((-0.2841536403) * X2))) * (1.9441800117 + (0.6204966307 * X2)))) + (0.2507956028 * X2))
1;3.6030032812216173;5.5323486328
19;nan;(((((((((-0.0046456377) * X1) * ((-81.4003067017) * X1)) + (0.9198452234 * X2)) + ((-0.0410805382) * X1)) ^ exp(((-0.2056396008) * X2))) * (1.0754886866 + (0.2107798457 * X2))) + (0.5829449892 * X2)) + log(abs(0.4582441449)))
18;nan;(((0.8612999320 * X2) + (-1.1903798580)) + (((((((-0.0132585382) * X1) * ((-41.4286231995) * X1)) + (1.4670888186 * X2)) ^ (0.8912821412 + (0.0481670275 * X2))) + ((-0.0542749278) * X1)) ^ exp(((-0.1653218865) * X2))))
17;nan;(((-0.8866703510) + (((((((-0.0090313945) * X1) * ((-45.8957977295) * X1)) + (1.1925803423 * X2)) + ((-0.0444636941) * X1)) ^ exp(((-0.1479359120) * X2))) * exp((0.0491577387 * X2)))) + (0.7394864559 * X2))
4;inf;(log(abs(((-7.5497078896) * X1))) + (0.6547657847 * X2))
5;inf;(((2.3025851250 * X1) * (0.1007861719 * X1)) + (1.1039648056 * X2))
3;2.821151880414807;((2.6976413727 * X2) ^ 0.7162600756)
2;inf;exp((0.2820700109 * X2))
11;inf;((((-2.2258009911) + ((0.0685535595 * X1) * (5.8787732124 * X1))) * exp(((-0.3472003043) * X2))) + sqrt((8.0575456619 * X2)))
10;inf;(((((0.2244355679 * X1) * (1.6185796261 * X1)) + (0.6255128384 * X2)) ^ exp(((-0.1140600145) * X2))) + (0.7699369788 * X2))
8;inf;(((((-0.3639732003) * X1) * ((-1.1681659222) * X1)) * exp(((-0.2763275504) * X2))) + (1.1199111938 * X2))
7;inf;((((2.5741376877 * X1) * (0.1007861719 * X1)) + (1.1039648056 * X2)) ^ (-0.0299878120))
16;nan;((-0.8799272776) + (((0.0065315804 * X1) + (0.8291544914 * X2)) + ((((((-0.0109901940) * X1) * ((-37.5862922668) * X1)) + (1.1633005142 * X2)) + ((-0.0440151840) * X1)) ^ exp(((-0.1262714714) * X2)))))
15;nan;(((-0.2515490651) + (((((2.4252243042 * X1) * (0.0567087308 * X1)) + (0.4252068996 * X2)) ^ exp(((-0.2712458372) * X2))) * exp((0.1243198588 * X2)))) * 2.8629930019)
12;inf;(((((1.3938927650 * X1) * (0.2743325830 * X1)) + ((0.6240029335 * X2) ^ 1.5295596123)) ^ exp(((-0.1262680590) * X2))) + (0.6549768448 * X2))
9;nan;(sqrt((6.2326984406 * X2)) + ((((-0.0058122952) * X1) * ((-50.2934455872) * X1)) * exp(((-0.2883081734) * X2))))
6;inf;log(abs((((1.8421859741 * X1) * (5.8656582832 * X1)) + (34.8290328979 * X2))))
14;nan;((((((1.4426950216 * X1) * (0.2867352962 * X1)) + (1.2080866098 * X2)) ^ exp(((-0.1243566573) * X2))) + ((-0.0134779671) * X1)) + ((-1.0439484119) + (0.8402312994 * X2)))
13;inf;(((((((-2.0452160835) * X1) * ((-0.2081944793) * X1)) + (1.1632953882 * X2)) ^ exp(((-0.1262714714) * X2))) + (0.8292583227 * X2)) + log(abs(0.4147703350)))
20;nan;((((-1.4891386032) + (((((((-0.4483329654) * X1) * ((-0.9400835633) * X1)) + (0.9892318845 * X2)) + ((-0.0458335988) * X1)) ^ exp(((-0.2140759826) * X2))) * ((0.4739925861 * X2) + 1.8756579161))) * 0.5100377202) + (0.5640939474 * X2))
2;7.708758594979;exp((0.2834210098 * X2))
19;nan;((log(abs(0.7247675061)) + (((((((-0.0105605116) * X1) * ((-16.2658119202) * X1)) + (0.5078154802 * X2)) + ((-0.0185753051) * X1)) ^ exp(((-0.2136150897) * X2))) + (0.1486277282 * X2))) * ((0.1801628768 * X2) + 2.3213837147))
18;nan;(((-0.7637168169) + (((((((-0.0085810758) * X1) * ((-30.2454109192) * X1)) + (0.6186510324 * X2)) + ((-0.0282491017) * X1)) ^ exp(((-0.2170722187) * X2))) * ((0.2149731219 * X2) + 1.5645731688))) + (0.5412346125 * X2))
17;nan;(((-0.8863264918) + (((((((-0.4012058377) * X1) * ((-1.0328081846) * X1)) + (1.1857187748 * X2)) + ((-0.0444083773) * X1)) ^ exp(((-0.1456386447) * X2))) * exp((0.0439167172 * X2)))) + (0.7520638108 * X2))
3;2.8263714329023792;((2.6860227585 * X2) ^ 0.7174075842)
4;inf;(log(abs(((-12.5451374054) * X1))) + (0.6506677270 * X2))
10;inf;(((((0.2243804783 * X1) * (1.6189455986 * X1)) + (0.6254490018 * X2)) ^ exp(((-0.1140179038) * X2))) + (0.7699319720 * X2))
9;nan;(sqrt((6.7005047798 * X2)) + (((1.5400243998 * X1) * (0.1684971005 * X1)) * exp(((-0.2880603671) * X2))))
7;24.623305339572024;((((1.4142135382 * X1) * (0.1782129556 * X1)) + (0.8893810511 * X2)) ^ (-0.0299878120))
6;inf;log(abs((((2.7373719215 * X1) * (3.9213123322 * X1)) + (34.5862159729 * X2))))
16;inf;(((0.8259650469 * X2) + (-0.9600636363)) + (((((2.3587484360 * X1) * (0.1756648123 * X1)) + ((-0.0438735075) * X1)) + ((1.1258455515 * X2) ^ 1.0444713831)) ^ exp(((-0.1249003112) * X2))))
15;nan;(((-0.2645132840) + (((((1.3835122585 * X1) * (0.1028162763 * X1)) + (0.4503450394 * X2)) ^ exp(((-0.2679134011) * X2))) * exp((0.1273160279 * X2)))) * 2.7757363319)
12;inf;(((((2.3477489948 * X1) * (0.1629102677 * X1)) + ((0.6241735816 * X2) ^ 1.5380319357)) ^ exp(((-0.1262714714) * X2))) + (0.6549768448 * X2))
8;inf;((((1.3890132904 * X1) * (0.2753225863 * X1)) * exp(((-0.2593495548) * X2))) + (1.1239916086 * X2))
5;inf;(((2.5460271835 * X1) * (0.0704310462 * X1)) + (0.8539808989 * X2))
14;nan;(((((((-0.0109901940) * X1) * ((-37.5862922668) * X1)) + (1.2080866098 * X2)) ^ exp(((-0.1243566573) * X2))) + ((-0.0134779671) * X1)) + ((-1.0439484119) + (0.8402312994 * X2)))
13;inf;(((((1.4857467413 * X1) * (0.2586887777 * X1)) + ((0.9071516395 * X2) ^ 1.4718205929)) ^ exp(((-0.1909011453) * X2))) * exp((0.1815058887 * X2)))
20;nan;((((-0.2398056090) + ((((((0.0593509227 * X1) * (2.2026374340 * X1)) + (0.3948692083 * X2)) + ((-0.0142772067) * X1)) ^ exp(((-0.2767233849) * X2))) * exp((0.1194830388 * X2)))) * 3.0157670975) + exp(((-11.2822427750) * X2)))
2;7.596261926903317;exp((0.2855321169 * X2))
19;nan;(((-0.2419308126) + ((((((((-0.0051719900) * X1) * ((-25.9223995209) * X1)) + (0.0798595920 * X2)) + (0.3276137114 * X2)) + ((-0.0146570131) * X1)) ^ exp(((-0.2741464674) * X2))) * exp((0.1219973713 * X2)))) * 2.9354724884)
18;inf;((-0.2261038274) + (((0.1717894673 * X2) ^ ((4.1967525482 * X2) ^ 0.0678163394)) + (((((1.9423967600 * X1) * (0.0622628853 * X1)) + (0.3106453121 * X2)) + ((-0.0130681926) * X1)) ^ exp(((-0.2094407976) * X2)))))
17;nan;(((-0.8853667378) + (((((((-0.0102275545) * X1) * ((-40.5084648132) * X1)) + (1.1799827814 * X2)) + ((-0.0443555489) * X1)) ^ exp(((-0.1429377049) * X2))) * exp((0.0375916883 * X2)))) + (0.7649789453 * X2))
3;2.7563484355299437;((2.9715936184 * X2) ^ 0.7181323767)
4;inf;(log(abs(((-2.2305054665) * X1))) + (1.0253943205 * X2))
10;inf;(((((1.4857467413 * X1) * (0.2448375523 * X1)) + (0.8968940377 * X2)) * exp(((-0.2855980694) * X2))) + (0.9301452637 * X2))
9;nan;(((((-0.0058122952) * X1) * ((-50.2934455872) * X1)) * exp(((-0.2878323495) * X2))) + sqrt((6.2326984406 * X2)))
7;24.6225071640827;((((1.4142135382 * X1) * (0.1782129556 * X1)) + (0.8849584460 * X2)) ^ (-0.0299878120))
6;inf;log(abs((((1.9635996819 * X1) * (3.7251908779 * X1)) + (34.5294418335 * X2))))
16;nan;(((((((2.3373599052 * X1) * (0.1810045987 * X1)) + (1.2048311234 * X2)) + ((-0.0573507547) * X1)) ^ exp(((-0.1246926785) * X2))) + (0.0067879148 * X1)) + ((-1.0249346495) + (0.8390583396 * X2)))
15;nan;(((0.8395670056 * X2) + (-1.0273030996)) + (((((3.2231936455 * X1) * ((-0.0171221457) * X1)) * log(abs(((-0.0001182961) * X1)))) + (1.2057471275 * X2)) ^ exp(((-0.1247976646) * X2))))
12;inf;(((((2.3477489948 * X1) * (0.1629102677 * X1)) + ((0.6241735816 * X2) ^ 1.5380319357)) ^ exp(((-0.1244520023) * X2))) + (0.6549768448 * X2))
8;inf;(((((-0.0097424928) * X1) * ((-41.0766296387) * X1)) * exp(((-0.2887732387) * X2))) + (1.1239916086 * X2))
5;inf;(((1.4426950216 * X1) * (0.1566368341 * X1)) + (0.9143790007 * X2))
14;nan;(((-0.4416557848) + ((0.4115591645 * X2) + ((((2.1888659000 * X1) * (0.1021675766 * X1)) + (0.5455639362 * X2)) ^ exp(((-0.1641520858) * X2))))) * 1.8343718052)
13;inf;(((((1.4857467413 * X1) * (0.2586909533 * X1)) + ((0.9071219563 * X2) ^ 1.4718859196)) ^ exp(((-0.1901935190) * X2))) * exp((0.1815015525 * X2)))
20;nan;(((-0.7629138231) + (((((((-0.0105859200) * X1) * ((-37.6255912781) * X1)) + (0.9275143743 * X2)) + ((-0.0432978459) * X1)) ^ exp(((-0.2119205743) * X2))) * (((8.1546974182 * X2) ^ 0.0172397904) + (0.2153061926 * X2)))) + (0.5829744339 * X2))
2;7.429138307998865;exp((0.2887660861 * X2))
19;nan;(((-0.2861014903) + ((((((0.2484313399 * X1) * (0.6651792526 * X1)) + (0.5067928433 * X2)) + ((-0.0181018151) * X1)) ^ exp(((-0.2870623469) * X2))) * exp((0.0603290349 * X2)))) * (2.3728961945 + (0.3500444889 * X2)))
18;nan;((((((((3.6922354698 * X1) * ((-0.0148841897) * X1)) * log(abs((0.0001158265 * X1)))) + (1.2043159008 * X2)) + ((-0.0439290963) * X1)) ^ exp(((-0.1247003153) * X2))) + (0.8391373754 * X2)) + log(abs(0.3589477837)))
17;nan;(((0.8664681315 * X2) + (-0.9212395549)) + (((((((-0.3353697360) * X1) * ((-1.2236682177) * X1)) * exp((0.0492362604 * X2))) + ((-0.0480923504) * X1)) + (1.1697441339 * X2)) ^ exp(((-0.1428866386) * X2))))
3;2.00687250837775;((9.8772296906 * X2) ^ 0.4781478643)
9;nan;((((0.3976390958 * X1) * (0.7037681341 * X1)) * exp(((-0.2803266943) * X2))) + sqrt((7.8257184029 * X2)))
8;inf;(((((-0.0120453043) * X1) * ((-34.9834823608) * X1)) * exp(((-0.2593495548) * X2))) + (1.1237112284 * X2))
6;inf;log(abs((((1.8421859741 * X1) * (5.8656582832 * X1)) + (34.4458770752 * X2))))
5;inf;((((-2.1148412228) * X1) * ((-0.0964227021) * X1)) + (0.8247305155 * X2))
16;nan;(((((((2.7153897285 * X1) * (0.1557947844 * X1)) + ((-0.0573644713) * X1)) + (1.2045940161 * X2)) ^ exp(((-0.1262688041) * X2))) + (0.0067876964 * X1)) + ((-1.0251501799) + (0.8391699791 * X2)))
15;nan;((((((((-0.0077815242) * X1) * ((-51.5665626526) * X1)) + (1.1633131504 * X2)) + ((-0.0440105423) * X1)) ^ exp(((-0.1249003112) * X2))) + (0.8288236856 * X2)) + log(abs(0.4158256948)))
12;nan;(((((1.3938927650 * X1) * (0.2743325830 * X1)) + ((0.6240029335 * X2) ^ 1.5295596123)) ^ exp(((-0.1220583469) * X2))) + (0.6549768448 * X2))
7;24.601805974853452;(((((-2.1148412228) * X1) * ((-0.0964227021) * X1)) + (0.8826169372 * X2)) ^ (-0.0299878120))
4;inf;(log(abs(((-6.6058001518) * X1))) + (1.0256050825 * X2))
14;inf;(((0.8292663097 * X2) + (-0.8800572157)) + ((exp((log(abs((0.6924778223 * X1))) * 1.8737542629)) + (1.1645883322 * X2)) ^ exp(((-0.1244752109) * X2))))
13;nan;((-0.2514906228) * ((((((-0.0031850697) * X1) * ((-40.6425323486) * X1)) + (0.3840297461 * X2)) ^ exp(((-0.2715805173) * X2))) * exp((0.1241745949 * X2))))
20;inf;((-0.7538501024) + ((((((((2.5460271835 * X1) * (0.0579884835 * X1)) + ((-0.2034891844) * X2)) + (0.5932160020 * X2)) + ((-0.0159897152) * X1)) ^ exp(((-0.2093897015) * X2))) + (0.1650831103 * X2)) * exp(exp((0.0267967917 * X2)))))
2;inf;exp((0.2907788754 * X2))
19;nan;(((-0.3209356666) + ((((((((-0.0051204413) * X1) * ((-32.7085647583) * X1)) + (0.4465132058 * X2)) + ((-0.0180953778) * X1)) ^ exp(((-0.1960829347) * X2))) + (0.2104082108 * X2)) * exp((0.0254874080 * X2)))) * 2.4092748165)
18;nan;(((0.8075968623 * X2) + (-0.6599586010)) + (((exp((log(abs((0.6821703911 * X1))) * 1.8951319456)) + ((-0.0439644605) * X1)) + ((1.1286497116 * X2) + (-0.3092238903))) ^ exp(((-0.1280249357) * X2))))
17;inf;((((-0.2285925895) + (((((2.5460271835 * X1) * (0.0507564396 * X1)) + (0.3820301592 * X2)) ^ exp(((-0.2784763575) * X2))) * exp((0.1183718815 * X2)))) * 3.0489225388) + ((-0.0132276714) * X1))
3;nan;((9.4741535187 * X2) ^ 0.4749544561)
9;inf;((((0.2293935418 * X1) * (1.1306450367 * X1)) * exp(((-0.3533259034) * X2))) + sqrt((6.2347302437 * X2)))
8;inf;(((((-0.0097424928) * X1) * ((-41.0766296387) * X1)) * exp(((-0.2891383171) * X2))) + (1.1241024733 * X2))
6;inf;log(abs((((1.8421859741 * X1) * (6.2206172943 * X1)) + (36.2153663635 * X2))))
5;inf;((((-0.0070486334) * X1) * ((-28.1458549500) * X1)) + (0.8020051718 * X2))
16;nan;(((((((2.3587484360 * X1) * (0.1756648123 * X1)) + (1.2122218609 * X2)) + ((-0.0574279912) * X1)) ^ exp(((-0.1244520023) * X2))) + (0.0068313610 * X1)) + ((-1.0502533913) + (0.8408569098 * X2)))
15;nan;(((0.8391372561 * X2) + (-1.0245790482)) + (((((3.8055393696 * X1) * ((-0.0155240512) * X1)) * log(abs((0.0001955889 * X1)))) + (1.2040612698 * X2)) ^ exp(((-0.1264788657) * X2))))
12;inf;(((((0.2367660850 * X1) * (1.6148784161 * X1)) + ((0.6240694523 * X2) ^ 1.5284448862)) ^ exp(((-0.1205806509) * X2))) + (0.6552323699 * X2))
7;inf;(((((-2.1148412228) * X1) * ((-0.0964227021) * X1)) + (0.8849584460 * X2)) ^ (-0.0299878120))
4;1.8377872465703207;(1.3765354156 + sqrt((5.3160943985 * X2)))
14;nan;(((exp((log(abs((0.6924778223 * X1))) * 1.8737542629)) + (1.1606996059 * X2)) ^ exp(((-0.1261364818) * X2))) + ((-0.8774907589) + (0.8288239241 * X2)))
13;inf;((((-2.5641028881) + exp((log(abs((0.7914658785 * X1))) * 1.7120071650))) * exp(((-0.3471885324) * X2))) + sqrt((7.8672323227 * X2)))
20;nan;(((-0.2773158550) + ((0.1727187186 * X2) + ((((((0.2524560094 * X1) * (0.5848270655 * X1)) + (0.3895488679 * X2)) + ((-0.0141314296) * X1)) + ((-0.0018592845) * X1)) ^ exp(((-0.2093490660) * X2))))) * exp(exp((0.0267037861 * X2))))
2;7.3021560976984095;exp((0.2913145721 * X2))
18;nan;(((-0.2125527859) + (((0.1763263345 * X2) ^ 1.3028502464) + (((((2.1264226437 * X1) * (0.0604539737 * X1)) + (0.3601427376 * X2)) + ((-0.0138336383) * X1)) ^ exp(((-0.1992170066) * X2))))) * 3.0985469818)
17;inf;(((0.8292586207 * X2) + (-0.8800316453)) + ((((((4.4072527885 * X1) * (0.0937274992 * X1)) + ((-0.0440150537) * X1)) + (1.1633013487 * X2)) ^ exp(((-0.0000204076) * X2))) ^ exp(((-0.1262511313) * X2))))
16;nan;((((-0.3391374946) + (((((2.6552436352 * X1) * (0.0677140132 * X1)) + (0.4062360525 * X2)) ^ exp(((-0.1829378903) * X2))) + (0.3155830801 * X2))) * 2.2673683167) + ((-0.0134163741) * X1))
8;inf;((((3.7033092976 * X1) * (0.1164362282 * X1)) ^ exp(((-0.1703309864) * X2))) + (0.9925417900 * X2))
7;inf;(((((-0.0053803921) * X1) * ((-37.9011573792) * X1)) + (0.8893810511 * X2)) ^ (-0.0299878120))
5;inf;((((-0.0053803921) * X1) * ((-37.9011573792) * X1)) + (0.9798028469 * X2))
4;inf;(log(abs((29.9938125610 * X2))) + (0.3026083708 * X2))
15;inf;((((exp((log(abs((0.6924778223 * X1))) * 1.8737542629)) + (1.1606981754 * X2)) ^ exp(((-0.1262714714) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
14;nan;(((0.8004825711 * X2) + (-0.5515696406)) + (((((4.4067134857 * X1) * (0.0937174335 * X1)) + (-0.3136195242)) + (1.1040524244 * X2)) ^ exp(((-0.1296943426) * X2))))
9;inf;(sqrt((6.2326984406 * X2)) + (((1.5400243998 * X1) * (0.1684971005 * X1)) * exp(((-0.2484784275) * X2))))
6;inf;log(abs((((2.5842559338 * X1) * (6.3004789352 * X1)) + (36.0148887634 * X2))))
3;2.8021716188740014e+70;(((-0.0241962895) * X1) + (1.3442788124 * X2))
