problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,physics_alignment,physics_alignment_spearman,physics_alignment_grad_cosine,gate_ok,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
sir,oneshot,3,2,15931,ok,,500,"[0, 1, 2]","[2.193206787109375, 1.839821696281433, 0.6313802599906921]",1,2,info,1.772;0.873;0.003,1.772;0.879,2,3,-1.7027818704574536,2,140750,0.7803448683065526,0.11547005383792516,0,0.01795405688359543,0.9864122453851021,10000,((-13.835683) + (1.777176 * (11.936956 * X2))) | ((-0.000006) + (((((-5.154371) * X3) + 51.908012) + ((-24.847946) * X1)) + (8.222971 * X2))),((-13.835683) + (1.777176 * (11.936956 * X2))) | ((-0.000006) + (((((-5.154371) * X3) + 51.908012) + ((-24.847946) * X1)) + (8.222971 * X2))),True,10.0,-0.8900913667005342,0.8126905037569193,0.9756127127525448,0.6284152951562824,0.7008871875487501,0.9262881258287881,True,False,True,5.331769227981567,437.5582604408264,159.01492309570312,1.168022632598877,126.31342387199402,13.970312595367432,749.3237614631653,1768.6796875
