problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,n_pca_simulations,physics_alignment,complementary_mass_diff_alignment,gate_ok,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
gw_imrphenomd,oneshot,2,9,71333,ok,,500,"[0, 1]","[0.38725462555885315, 0.37931278347969055]",1,2,info,0.871;0.002,0.714;-0.016,2,2,-0.28574505961074687,2,143200,0.9314298451123335,0.11547005383792516,3,0.25157592695420283,0.9983472941677028,2000,((-6.306608) + (1.448570 * exp(((0.803855 * X1) + (0.750124 * X2))))) | (0.004224 + (1.000000 * ((3.733075 * X2) + ((-1.894906) * X1)))),((-0.335473) + (1.095011 * (((0.547706 * X2) + (0.583281 * X1)) ^ 3.933407))) | (0.000272 + (0.999921 * ((((((-0.312318) * X2) + (0.323628 * X1)) / ((exp(((-2.747823) * X2)) + (exp(((0.373809 * X1) + (0.294489 * X2))) + ((-0.747623) * X2))) + ((-1.012244) * X1))) + ((exp((0.647532 * X1)) + (5.862627 * X2)) + ((-6.047049) * X1))) ^ 1.083024))),False,15.0,-0.3035952993800374,-0.01785023976929051,0.9930355142247306,1000,0.9823648003098774,0.948399221554834,True,False,True,5.211707830429077,48.9485228061676,67.77647066116333,1.0198979377746582,250.3606243133545,36.1686372756958,418.74935364723206,2068.875
