problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,n_pca_simulations,physics_alignment,complementary_mass_diff_alignment,gate_ok,n_pca_simulations_mdl,physics_alignment_mdl,complementary_mass_diff_alignment_mdl,gate_ok_mdl,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
gw_imrphenomd,oneshot,2,5,39657,ok,,500,"[0, 1]","[0.3652748167514801, 0.36113303899765015]",1,2,info,1.633;-0.003,1.889;0.011,2,2,-1.557472383615878,2,143200,2.0244781148095363,0.11547005383792516,0,0.060745751838805685,0.9926367074094308,2000,((-45.476978) + (2.671107 * ((9.145636 * X2) + (9.082175 * X1)))) | (0.612492 + (0.777787 * ((3.937609 * X2) + ((-2.362788) * X1)))),(0.297111 + (0.997617 * ((((42.886280 * X1) + (-85.731010)) + (43.150352 * X2)) ^ 0.880332))) | (0.612492 + (0.777787 * ((3.937609 * X2) + ((-2.362788) * X1)))),False,14.0,-0.3188833441144769,1.238589039501401,0.9982369514633864,1000,0.999999576656349,0.9692832812360562,True,1000,0.9993748664783136,0.9692832812360562,True,False,True,4.861246347427368,28.61620259284973,28.037447690963745,3.373878002166748,252.46532154083252,16.406355619430542,347.5517592430115,2383.921875
