length;mse;model
9;116.52410946145538;((exp(exp(((-0.0372970328) * X1))) * ((0.0183873847 * X2) + (0.5213791728 * X1))) + 0.1832126975)
7;14.654853847303523;(exp(exp((((-0.0009029063) * X2) + ((-0.0378852971) * X1)))) + ((-0.0009029063) * X2))
5;14.633227332320224;exp((exp(((-0.0371467136) * X1)) + ((-0.0011405044) * X2)))
4;7.758905477431598;exp((((-0.0728246123) * X1) + ((-0.0011405044) * X2)))
3;7.77573103755056;sqrt(exp(((-0.1494079530) * X1)))
2;7.806488633469376;exp(((-0.0779456943) * X1))
10;691.7691192850535;((exp(((-0.3720791042) * X1)) + 10.4001569748) * ((0.0044267392 * X2) + (0.0148640359 + (0.1215036809 * X1))))
1;6.010837513468074;0.0110168839
9;117.60651519542968;(exp(exp(((-0.0372282229) * X1))) * ((0.5239489079 * X1) + (0.0673929378 + (0.0183869433 * X2))))
7;6.330747648620787;(exp(exp(((-0.0375299007) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
5;14.635677765163571;exp((exp(((-0.0372317471) * X1)) + ((-0.0011405044) * X2)))
4;7.707003364747264;(exp(((-0.0672980696) * X1)) + ((-0.0011405044) * X2))
3;7.785838120841592;(exp(((-0.0378856547) * X1)) ^ 2)
2;7.73407182594445;exp(((-0.0702829063) * X1))
10;693.9955204538871;((exp(((-0.3781612217) * X1)) + 10.6645154953) * ((0.0043265447 * X2) + (0.0144797703 + (0.1186815947 * X1))))
1;6.060918714491204;(-0.2799246609)
9;117.60655037087308;(exp(exp(((-0.0396212041) * X1))) * ((0.5239489079 * X1) + (0.0673929378 + (0.0183869433 * X2))))
8;6.3300801099880735;(exp(sqrt(exp(((-0.0746747330) * X1)))) * (((-0.0001814920) * X2) + 0.1449113637))
3;7.787607439542225;(exp(((-0.0379789695) * X1)) ^ 2)
2;7.820159331457184;exp(((-0.0793804452) * X1))
7;6.3299403307673225;(exp(exp(((-0.0372970328) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
6;14.635673071411828;exp((sqrt(exp(((-0.0744631886) * X1))) + ((-0.0011405044) * X2)))
5;14.63755988269555;exp((exp(((-0.0372970328) * X1)) + ((-0.0011405044) * X2)))
4;7.693471488011434;(exp(((-0.0658468306) * X1)) + ((-0.0011405044) * X2))
10;618.0162541377824;((exp(((-0.2493669987) * X1)) + 5.8518052101) * ((0.0073356321 * X2) + (0.0260512605 + (0.2041530013 * X1))))
1;6.906662772553131;0.8999563456
9;116.83816430906089;(exp((exp(((-0.0361561179) * X1)) + ((-0.0011305843) * X2))) * ((0.0183873847 * X2) + (0.5213791728 * X1)))
8;6.3299532708227195;(exp((0.8851673007 ^ (0.3057975769 * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
2;7.831241461152152;exp(((-0.0805407837) * X1))
7;6.329701868471181;(exp(exp(((-0.0372282229) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
5;14.596110654341624;exp((exp(((-0.0358535573) * X1)) + ((-0.0011405044) * X2)))
4;7.758897351846273;exp((((-0.0728246123) * X1) + ((-0.0011305843) * X2)))
3;7.789542981024541;(exp(((-0.0380810201) * X1)) ^ 2)
10;697.1585775832684;((exp(((-0.3882875443) * X1)) + 11.1126270294) * ((0.0041657309 * X2) + (0.0138641093 + (0.1141541451 * X1))))
1;6.1917843734206715;0.3811198175
9;5.989757170767416;((exp(exp((((-0.0009029063) * X2) + ((-0.0378852971) * X1)))) + ((-0.0011405044) * X2)) * (-0.0202031136))
8;6.329713522518219;(exp(sqrt(exp(((-0.0744631886) * X1)))) * (((-0.0001814920) * X2) + 0.1449113637))
3;7.791405386730663;(exp(((-0.0381791778) * X1)) ^ 2)
2;7.835885319887497;exp(((-0.0810262859) * X1))
7;6.32941942066015;(exp(exp(((-0.0371467136) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
6;14.637667483836756;exp(((0.8851673007 ^ (0.3057975769 * X1)) + ((-0.0011405044) * X2)))
5;14.657394420082463;exp(exp((((-0.0379789695) * X1) + ((-0.0011305843) * X2))))
4;7.734944865096443;(exp(((-0.0702829063) * X1)) + ((-0.0011405044) * X2))
10;698.8422898448944;((exp(((-0.3934386671) * X1)) + 11.3453454971) * ((0.0040872721 * X2) + (0.0135644898 + (0.1119470224 * X1))))
1;7.448753985038897;1.1522156000
9;116.5242219560101;((exp(exp(((-0.0361561179) * X1))) * ((0.0183873847 * X2) + (0.5213791728 * X1))) + 0.1832126975)
7;6.329325166577265;(exp(exp(((-0.0371195115) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
2;7.712648924163619;exp(((-0.0679957494) * X1))
6;14.63872269159472;exp((sqrt(exp(((-0.0746747330) * X1))) + ((-0.0011405044) * X2)))
5;14.658055362587941;exp(exp((((-0.0380017981) * X1) + ((-0.0011305843) * X2))))
4;7.701079706843049;(exp(((-0.0666640550) * X1)) + ((-0.0011305843) * X2))
3;7.753153030235584;(exp(((-0.0361561179) * X1)) ^ 2)
10;701.1758900795818;((exp(((-0.3978872895) * X1)) + 11.5465803146) * ((0.0040244674 * X2) + (0.0133292051 + (0.1101788208 * X1))))
1;6.007308760246243;(-0.0483864248)
9;116.43329134593226;((exp(exp(((-0.0361561179) * X1))) * ((0.0183873847 * X2) + (0.5213791728 * X1))) + ((-0.0011305843) * X2))
7;6.331803554063181;(exp(exp(((-0.0378343053) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
2;7.8392005448805175;exp(((-0.0813726187) * X1))
6;14.6120891495668;exp((sqrt(exp(((-0.0728246123) * X1))) + ((-0.0011305843) * X2)))
5;14.604745442450406;exp((exp(((-0.0361561179) * X1)) + ((-0.0011305843) * X2)))
4;7.741558551594047;(exp(((-0.0709870979) * X1)) + ((-0.0011405044) * X2))
3;14.702236644269572;exp(exp(((-0.0396212041) * X1)))
10;703.0445703055749;((exp(((-0.4039478004) * X1)) + 11.8327026367) * ((0.0039345492 * X2) + (0.0129834237 + (0.1076572910 * X1))))
1;6.01559112568027;0.0426210761
9;0.4792383170839261;((exp(exp(((-0.0381226502) * X1))) * ((0.0183624793 * X2) + (-13.6944379807))) + 37.4082908630)
8;6.331762736215967;(exp((exp(((-0.0189112704) * X1)) ^ 2)) * (((-0.0001814920) * X2) + 0.1449113637))
3;7.746077396839221;sqrt(exp(((-0.1431211829) * X1)))
2;7.70613134249612;exp(((-0.0672980696) * X1))
7;6.331981736922777;(exp(exp(((-0.0378856547) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
6;7.77323054039729;((exp(((-0.0371191800) * X1)) ^ 2) * exp(((-0.0023206710) * X2)))
5;15.618948202138217;exp((((-0.0728246123) * X1) + exp(((-0.0023206710) * X2))))
4;7.774378881479557;exp((((-0.0744631886) * X1) + ((-0.0011405044) * X2)))
10;596.9115728922144;(((0.0081587099 * X2) + ((0.2276963741 * X1) + 0.0291984733)) * (exp(((-0.2271613181) * X1)) + 5.1567516327))
1;6.075122615769678;0.2120245099
9;14.683415412454966;exp(log((exp(exp((((-0.0009029063) * X2) + ((-0.0388625264) * X1)))) + ((-0.0011405044) * X2))))
7;6.332059196579108;(exp(exp(((-0.0379079767) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
2;7.705105734760145;exp(((-0.0671882033) * X1))
6;7.775292811326015;((exp(((-0.0372282229) * X1)) ^ 2) * exp(((-0.0023206710) * X2)))
5;14.632409516885534;exp((exp(((-0.0371191800) * X1)) + ((-0.0011305843) * X2)))
4;7.746502636189592;(exp(((-0.0715129375) * X1)) + ((-0.0011405044) * X2))
3;7.804389486417818;(exp(((-0.0388625264) * X1)) ^ 2)
10;593.5125423649606;((exp(((-0.2239560336) * X1)) + 5.0589156151) * ((0.0082894694 * X2) + (0.0296970326 + (0.2314409465 * X1))))
1;7.052937285628318;(-1.0709462166)
9;0.4794592527968538;((exp(exp(((-0.0379006863) * X1))) * ((0.0183624793 * X2) + (-13.6944379807))) + 37.4082908630)
8;6.332068072399472;(exp((0.8834040165 ^ (0.3057975769 * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
3;7.739190682928789;(exp(((-0.0354140177) * X1)) ^ 2)
2;7.700215510027818;exp(((-0.0666640550) * X1))
7;6.332124437487822;(exp(exp(((-0.0379267745) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
6;7.7765945263001495;((exp(((-0.0372970328) * X1)) ^ 2) * exp(((-0.0023206710) * X2)))
5;15.675003417794777;exp((((-0.0746747330) * X1) + exp(((-0.0023206710) * X2))))
4;7.741550929261315;(exp(((-0.0709870979) * X1)) + ((-0.0011305843) * X2))
10;709.1284829394281;((exp(((-0.4172082543) * X1)) + 12.4696531296) * ((0.0037541152 * X2) + (0.0123009505 + (0.1025975719 * X1))))
1;6.01393775128137;0.0330321901
9;0.4794896101062499;((exp(exp(((-0.0378856547) * X1))) * ((0.0183624793 * X2) + (-13.6944379807))) + 37.4082908630)
7;6.33230560576135;(exp(exp(((-0.0379789695) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
2;7.6981662219388465;exp(((-0.0664442629) * X1))
6;14.635648357952428;exp((sqrt(exp(((-0.0744631886) * X1))) + ((-0.0011305843) * X2)))
5;14.637535217172138;exp((exp(((-0.0372970328) * X1)) + ((-0.0011305843) * X2)))
4;7.774370747795864;exp((((-0.0744631886) * X1) + ((-0.0011305843) * X2)))
3;7.7362309550437445;sqrt(exp(((-0.1410258263) * X1)))
10;708.0431613432806;((exp(((-0.4205599427) * X1)) + 12.6299285889) * ((0.0037049677 * X2) + (0.0121113900 + (0.1012184024 * X1))))
1;8.189067274168734;1.4286912680
9;0.4796079782912109;((exp(exp(((-0.0378343053) * X1))) * ((0.0183624793 * X2) + (-13.6944379807))) + 37.4082908630)
7;6.332384828428243;(exp(exp(((-0.0380017981) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
2;7.692599960138594;exp(((-0.0658468306) * X1))
6;14.637642858781259;exp(((0.8851673007 ^ (0.3057975769 * X1)) + ((-0.0011305843) * X2)))
5;14.65307632273853;exp((exp(((-0.0378343053) * X1)) + ((-0.0011405044) * X2)))
4;7.776371734630104;exp((((-0.0746747330) * X1) + ((-0.0011305843) * X2)))
3;7.818842536079275;(exp(((-0.0396212041) * X1)) ^ 2)
10;706.2594178676242;((exp(((-0.4039478004) * X1)) + 12.2680950165) * ((0.0038067929 * X2) + (0.0124982651 + (0.1040728241 * X1))))
1;6.06091657649645;0.1831471920
9;0.46112008052633496;((exp(exp(((-0.0380592048) * X1))) * ((0.0183763616 * X2) + (-13.3760547638))) + 36.5433616638)
8;6.332383602707001;(exp((0.0778652579 ^ (0.0148863243 * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
3;14.543736977041364;exp(exp(((-0.0341098569) * X1)))
2;7.8625082038216405;exp(((-0.0838013440) * X1))
7;6.332584112475617;(exp(exp(((-0.0380592048) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
6;14.638698021172942;exp((sqrt(exp(((-0.0746747330) * X1))) + ((-0.0011305843) * X2)))
5;14.64425456342389;exp((exp(((-0.0375299007) * X1)) + ((-0.0011305843) * X2)))
4;7.762824787410608;(exp(((-0.0732454211) * X1)) + ((-0.0011405044) * X2))
10;576.6410173892199;(((0.0089528617 * X2) + ((0.2504507601 * X1) + 0.0322224014)) * (exp(((-0.2089493126) * X1)) + 4.6082916260))
1;6.00789355774446;(-0.0725690126)
9;116.52564042072562;((exp(exp(((-0.0358535573) * X1))) * ((0.5213823915 * X1) + (0.0183857940 * X2))) + 0.1831471920)
7;6.332659846639468;(exp(exp(((-0.0380810201) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
2;7.866705144155229;exp(((-0.0842375308) * X1))
6;14.655281628380708;exp(((0.8834040165 ^ (0.3057975769 * X1)) + ((-0.0011405044) * X2)))
5;15.618863726839736;exp((((-0.0728246123) * X1) + exp(((-0.0022915746) * X2))))
4;7.764605038126302;(exp(((-0.0734340549) * X1)) + ((-0.0011405044) * X2))
3;7.723417132660083;(exp(((-0.0345732756) * X1)) ^ 2)
10;711.7994039570673;((exp(((-0.4336695075) * X1)) + 13.2848520279) * ((0.0035358439 * X2) + (0.0114722140 + (0.0964825079 * X1))))
1;6.007322236207172;(-0.0447154641)
9;14.683751012678432;exp(log((exp(exp((((-0.0011305843) * X2) + ((-0.0388625264) * X1)))) + ((-0.0008241935) * X2))))
8;6.332873262942659;(exp(sqrt(exp(((-0.0762849972) * X1)))) * (((-0.0001814920) * X2) + 0.1449113637))
3;7.7216166525573495;(exp(((-0.0344771482) * X1)) ^ 2)
2;7.876842294593361;exp(((-0.0852896422) * X1))
7;6.332981661108648;(exp(exp(((-0.0381737091) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
6;7.749353760556949;((exp(((-0.0358535573) * X1)) ^ 2) * exp(((-0.0023206710) * X2)))
5;14.657923286530398;exp((exp(((-0.0380017981) * X1)) + ((-0.0011405044) * X2)))
4;7.758847970931297;(exp(((-0.0728246123) * X1)) + ((-0.0011305843) * X2))
10;567.1974768132676;(((0.0092684040 * X2) + ((0.2595081627 * X1) + 0.0334139466)) * (exp(((-0.2022245824) * X1)) + 4.4110431671))
1;6.257702933189085;0.4520075917
9;14.69704209056823;(exp(((exp(((-0.0381791778) * X1)) + ((-0.0011305843) * X1)) + ((-0.0011305843) * X2))) + ((-0.0008241935) * X2))
7;6.333000651529075;(exp(exp(((-0.0381791778) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))
2;7.900660230414254;exp(((-0.0877536610) * X1))
6;7.786769966504083;((exp(((-0.0378343053) * X1)) ^ 2) * exp(((-0.0023206710) * X2)))
5;15.668491295185952;exp((((-0.0744631886) * X1) + exp(((-0.0022915746) * X2))))
4;7.762817158796955;(exp(((-0.0732454211) * X1)) + ((-0.0011305843) * X2))
3;14.737745422812807;exp(exp(((-0.0408321619) * X1)))
10;716.2590702153391;((exp(((-0.4423007369) * X1)) + 13.7338027954) * ((0.0034334210 * X2) + (0.0110893520 + (0.0936193690 * X1))))
1;6.130357404748247;0.3023964763
9;14.716966592767093;(exp(((exp(((-0.0388625264) * X1)) + ((-0.0011305843) * X1)) + ((-0.0011305843) * X2))) + ((-0.0008241935) * X2))
7;14.660067335444186;((sqrt(exp(exp(((-0.0380592048) * X1)))) + ((-0.0011305843) * X2)) ^ 2)
2;7.65046978102138;exp(((-0.0613044500) * X1))
6;14.657913036646885;exp(((0.0778652579 ^ (0.0148863243 * X1)) + ((-0.0011405044) * X2)))
5;14.659585638577552;exp((exp(((-0.0380592048) * X1)) + ((-0.0011405044) * X2)))
4;7.764597409089573;(exp(((-0.0734340549) * X1)) + ((-0.0011305843) * X2))
3;7.714742894164581;(exp(((-0.0341098569) * X1)) ^ 2)
10;717.3932093088333;((exp(((-0.4463831484) * X1)) + 13.9469194412) * ((0.0033848761 * X2) + (0.0109073529 + (0.0922615156 * X1))))
1;6.771214947819055;0.8256308436
9;14.694186660914896;(exp(((exp(((-0.0380810201) * X1)) + ((-0.0011305843) * X1)) + ((-0.0011305843) * X2))) + ((-0.0008241935) * X2))
7;14.683616046434304;(exp((exp(((-0.0388625264) * X1)) + ((-0.0011405044) * X2))) + ((-0.0008241935) * X2))
2;7.902898175984281;exp(((-0.0879846066) * X1))
6;7.787743486516488;((exp(((-0.0378856547) * X1)) ^ 2) * exp(((-0.0023206710) * X2)))
5;14.660217565407514;exp((exp(((-0.0380810201) * X1)) + ((-0.0011405044) * X2)))
4;7.774328120497341;(exp(((-0.0744631886) * X1)) + ((-0.0011405044) * X2))
3;7.70519709814238;(0.9712380171 ^ (2.3025851250 * X1))
10;701.1760968496798;((exp(((-0.4172082543) * X1)) + 11.5465803146) * ((0.0040244674 * X2) + (0.0133292051 + (0.1101788208 * X1))))
1;6.0549658161260815;(-0.2666913867)
9;14.691883195703676;(exp(((exp(((-0.0380017981) * X1)) + ((-0.0011305843) * X1)) + ((-0.0011305843) * X2))) + ((-0.0008241935) * X2))
7;14.655072754180248;((sqrt(exp(exp(((-0.0378856547) * X1)))) + ((-0.0011405044) * X2)) ^ 2)
2;7.909182218904888;exp(((-0.0886325613) * X1))
6;7.788523209137789;((exp(((-0.0379267745) * X1)) ^ 2) * exp(((-0.0023206710) * X2)))
5;7.7773334152166695;(exp(((-0.0746747330) * X1)) * exp(((-0.0022915746) * X2)))
4;7.776328978954132;(exp(((-0.0746747330) * X1)) + ((-0.0011405044) * X2))
3;7.698830962981887;sqrt(exp(((-0.1330311447) * X1)))
10;717.9333590683175;((exp(((-0.4550349414) * X1)) + 14.4070615768) * ((0.0032804958 * X2) + (0.0105130775 + (0.0893483758 * X1))))
1;11.817391237696183;(-2.4587976933)
9;14.688508096341979;(exp(((exp(((-0.0378856547) * X1)) + ((-0.0011305843) * X1)) + ((-0.0011305843) * X2))) + ((-0.0008241935) * X2))
8;6.32687671284797;(exp(sqrt(exp(((-0.0728246123) * X1)))) * (((-0.0001814920) * X2) + 0.1449113637))
3;7.86449396867671;(0.8851673007 ^ (0.6887090206 * X1))
2;7.9102305930441075;exp(((-0.0887405872) * X1))
7;14.663587679913883;(exp((exp(((-0.0381737091) * X1)) + ((-0.0011305843) * X2))) + ((-0.0008241935) * X2))
6;7.759848433149735;exp(((((-0.0728246123) * X1) + ((-0.0011405044) * X2)) + ((-0.0011405044) * X2)))
5;14.661423546648054;exp((exp(((-0.0381226502) * X1)) + ((-0.0011405044) * X2)))
4;7.6427329589631565;(exp(((-0.0603728741) * X1)) + ((-0.0011305843) * X2))
10;719.5372572661644;((exp(((-0.4581210911) * X1)) + 14.5755615234) * ((0.0032470245 * X2) + (0.0103891902 + (0.0884136930 * X1))))
1;8.011169775114775;1.3671915531
9;6.330130796892147;(exp(sqrt(sqrt(exp(((-0.1494079530) * X1))))) * (((-0.0001814920) * X2) + 0.1449113637))
8;14.663268689306483;(exp(((0.0778652579 ^ (0.0149494931 * X1)) + ((-0.0011305843) * X2))) + ((-0.0008241935) * X2))
3;14.785428759818684;exp(exp(((-0.0424450263) * X1)))
2;7.641870886257469;exp(((-0.0603728741) * X1))
7;14.654786199146004;(exp(exp((((-0.0009029063) * X2) + ((-0.0378852971) * X1)))) + ((-0.0008241935) * X2))
6;7.777333407554088;exp(log(exp((((-0.0746747330) * X1) + ((-0.0022915746) * X2)))))
5;7.790842414813611;(exp(((-0.0760980919) * X1)) * exp(((-0.0023206710) * X2)))
4;7.774320488078168;(exp(((-0.0744631886) * X1)) + ((-0.0011305843) * X2))
10;538.3478099844243;((exp(((-0.1817621887) * X1)) + 3.8220913410) * ((0.0103936363 * X2) + (0.0376659185 + (0.2918139100 * X1))))
1;6.2467295318222025;(-0.5376928449)
9;6.329940330745993;exp(log((exp(exp(((-0.0372970328) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))))
7;14.655429291757905;(exp(exp((((-0.0378856547) * X1) + ((-0.0011405044) * X2)))) + ((-0.0008241935) * X2))
2;7.9128091448465465;exp(((-0.0890061855) * X1))
6;7.789946084303354;((exp(((-0.0380017981) * X1)) ^ 2) * exp(((-0.0023206710) * X2)))
5;7.775259609283226;(exp((((-0.0372282229) * X1) + ((-0.0011405044) * X2))) ^ 2)
4;7.776321346446915;(exp(((-0.0746747330) * X1)) + ((-0.0011305843) * X2))
3;7.6816873679527555;(0.9712380171 ^ (2.2160899639 * X1))
10;2.3098458375037198e+67;((exp((0.1122647673 * X1)) + ((-0.1494375318) * X1)) * ((0.0503168516 * X2) + (0.1816306263 + (1.3915451765 * X1))))
1;11.194388879984013;2.2291297913
9;6.015188019413774;((exp(exp(((-0.0372282229) * X1))) * (((-0.0001814920) * X2) + 0.1449113637)) * 0.0330321901)
7;14.635870483524151;(exp((exp(((-0.0372317471) * X1)) + ((-0.0008241935) * X2))) + ((-0.0011405044) * X2))
2;7.914856782274766;exp(((-0.0892170072) * X1))
6;14.66258403790101;exp(((0.0778652579 ^ (0.0149494931 * X1)) + ((-0.0011405044) * X2)))
5;14.654971955477343;exp((exp(((-0.0379006863) * X1)) + ((-0.0011305843) * X2)))
4;7.62093748458128;exp((((-0.0580003709) * X1) + ((-0.0011305843) * X2)))
3;7.680546243860748;sqrt(exp(((-0.1291018724) * X1)))
10;721.9927108154646;((exp(((-0.4684902728) * X1)) + 15.1499547958) * ((0.0031319412 * X2) + (0.0099593885 + (0.0852061138 * X1))))
1;6.137260443414807;0.3121016920
9;6.329419421990438;exp(log((exp(exp(((-0.0371467136) * X1))) * (((-0.0001814920) * X2) + 0.1449113637))))
8;14.638915351687022;(exp((sqrt(exp(((-0.0746747330) * X1))) + ((-0.0008241935) * X2))) + ((-0.0011405044) * X2))
3;7.87135589959736;(exp(((-0.0423602387) * X1)) ^ 2)
2;7.9174166757823805;exp(((-0.0894804522) * X1))
7;14.658607784562774;(exp((exp(((-0.0380017981) * X1)) + ((-0.0011305843) * X2))) + ((-0.0008241935) * X2))
6;7.777324563952067;exp(((((-0.0746747330) * X1) + ((-0.0011405044) * X2)) + ((-0.0011405044) * X2)))
5;7.792615688214679;(exp(((-0.0762849972) * X1)) * exp(((-0.0023206710) * X2)))
4;7.807416984635008;exp((((-0.0779456943) * X1) + ((-0.0011405044) * X2)))
10;723.7257569825665;((exp(((-0.4738236964) * X1)) + 15.4524354935) * ((0.0030756458 * X2) + (0.0097506968 + (0.0836380646 * X1))))
1;6.072955745425472;0.2078302503
9;6.006439698201948;((exp(exp(((-0.0371195115) * X1))) * (((-0.0001814920) * X2) + 0.1449113637)) * (-0.0202031136))
8;14.658597561474101;(exp(((0.0778652579 ^ (0.0148863243 * X1)) + ((-0.0011305843) * X2))) + ((-0.0008241935) * X2))
3;7.87298989543765;(exp(((-0.0424450263) * X1)) ^ 2)
2;7.92865897801123;exp(((-0.0906359032) * X1))
7;14.657947002941143;(exp((exp(((-0.0379789695) * X1)) + ((-0.0011305843) * X2))) + ((-0.0008241935) * X2))
6;14.65525685256239;exp(((0.8834040165 ^ (0.3057975769 * X1)) + ((-0.0011305843) * X2)))
5;14.65723778471364;exp((exp(((-0.0379789695) * X1)) + ((-0.0011305843) * X2)))
4;7.791584458529613;(exp(((-0.0762849972) * X1)) + ((-0.0011405044) * X2))
