arm,experiment,variant,seed,master_seed,status,physics_alignment,alignment_statistic,comparable,second_conjunct_name,second_conjunct_value,threshold,second_threshold,recovered,physics_alignment_mdl,second_conjunct_value_mdl,recovered_mdl,r_hat,m_fit,n_train_simulations,n_eval_simulations,n_augmented_coordinate_evaluations,complexity_total,mdl_total,nll_neural,nll_symbolic,r2_true_min,r2_sr_min,expression,expression_mdl,source_path
one_step,gw_imrphenomd,,9,71333,success,0.9823648003098774,pearson_abs_corr,1,complementary_mass_diff_alignment,0.948399221554834,0.75,0.5,1,,,,1,,500,500,2000,15,,-0.28574505961074687,-0.3035952993800374,0.9983472941677028,0.9930355142247306,((-6.306608) + (1.448570 * exp(((0.803855 * X1) + (0.750124 * X2))))) | (0.004224 + (1.000000 * ((3.733075 * X2) + ((-1.894906) * X1)))),,records/one_step/gw_imrphenomd/seed_9
one_step,sir,sir_info_floor_0p5,0,93,success,0.7533920796810196,pearson_abs_corr,1,,,0.5,,1,0.7533920796810196,,1,2,2,500,500,10000,10,,-2.655348585415104,-1.4509732957943338,0.9865062176787548,0.9745870091169235,((-4.887392) + (1.289288 * (((-4.117026) * X1) + (13.928461 * X2)))) | (46.644810 + ((-1.833652) * ((((-0.731736) * X1) * (4.887491 * X2)) + (16.260155 * X1)))),((-4.887392) + (1.289288 * (((-4.117026) * X1) + (13.928461 * X2)))) | (46.644810 + ((-1.833652) * ((((-0.731736) * X1) * (4.887491 * X2)) + (16.260155 * X1)))),records/one_step_variants/sir_info_floor_0p5/seed_0
one_step,sir,sir_info_floor_0p5,1,8012,success,0.6045334779678454,pearson_abs_corr,1,,,0.5,,1,0.6045334779678454,,1,2,2,500,500,10000,10,,-2.7899886808576726,-1.7075861565505215,0.9825224613186718,0.9691115056378948,((-12.576772) + (1.741484 * (11.371287 * X2))) | ((-0.000005) + (((((-4.702725) * X3) + ((-20.181202) * X1)) + 40.265572) + (7.191752 * X2))),((-12.576772) + (1.741484 * (11.371287 * X2))) | ((-0.000005) + (((((-4.702725) * X3) + ((-20.181202) * X1)) + 40.265572) + (7.191752 * X2))),records/one_step_variants/sir_info_floor_0p5/seed_1
one_step,sir,sir_info_floor_0p5,2,15931,success,0.6284152951562825,pearson_abs_corr,1,,,0.5,,1,0.6284152951562825,,1,2,3,500,500,10000,15,,-2.2239082783073654,-1.5925155270776044,0.9905991439212943,0.9824901018176837,((-10.191835) + (1.609324 * (11.215442 * X2))) | ((-0.000000) + (1.000000 * ((((-20.595026) + (20.791389 * X1)) + ((-5.635609) * X2)) + (4.845901 * X3)))) | (0.000001 + (1.000000 * (12.050940 + ((((-5.982662) * X3) + (1.819989 * X1)) + ((-0.803283) * X2))))),((-10.191835) + (1.609324 * (11.215442 * X2))) | ((-0.000000) + (1.000000 * ((((-20.595026) + (20.791389 * X1)) + ((-5.635609) * X2)) + (4.845901 * X3)))) | (0.000001 + (1.000000 * (12.050940 + ((((-5.982662) * X3) + (1.819989 * X1)) + ((-0.803283) * X2))))),records/one_step_variants/sir_info_floor_0p5/seed_2
one_step,sir,sir_info_floor_0p5,3,23850,success,0.8254735761434451,pearson_abs_corr,1,,,0.5,,1,0.8254735761434451,,1,2,3,500,500,10000,15,,-3.114839578927254,-2.6118892727170024,0.9884583429341596,0.9810107493711208,(1.834389 + (0.966322 * (((-11.876133) * X1) + (21.967321 * X2)))) | ((-0.000002) + (((-15.759417) + (6.783425 * X3)) + ((16.477551 * X1) + ((-7.329888) * X2)))) | (0.461665 + (0.981488 * (((-3.471796) * X3) + ((9.926414 * X1) + ((-2.494827) * X2))))),(1.834389 + (0.966322 * (((-11.876133) * X1) + (21.967321 * X2)))) | ((-0.000002) + (((-15.759417) + (6.783425 * X3)) + ((16.477551 * X1) + ((-7.329888) * X2)))) | (0.461665 + (0.981488 * (((-3.471796) * X3) + ((9.926414 * X1) + ((-2.494827) * X2))))),records/one_step_variants/sir_info_floor_0p5/seed_3
one_step,sir,sir_info_floor_0p5,4,31769,success,0.6461481976312424,pearson_abs_corr,1,,,0.5,,1,0.6461481976312424,,1,2,3,500,500,10000,15,,-3.2126551056182127,-1.0362192611704648,0.9905651938997184,0.9799986256679584,((-10.117905) + (1.637820 * (10.573549 * X2))) | ((-16.366453) + (2.694096 * (5.860857 * X1))) | ((-1.006005) + (1.093611 * ((((-3.161748) * X3) + (10.090151 * X1)) + ((-2.893161) * X2)))),((-10.117905) + (1.637820 * (10.573549 * X2))) | ((-16.366453) + (2.694096 * (5.860857 * X1))) | ((-1.006005) + (1.093611 * ((((-3.161748) * X3) + (10.090151 * X1)) + ((-2.893161) * X2)))),records/one_step_variants/sir_info_floor_0p5/seed_4
one_step,sir,sir_info_floor_0p5,5,39688,success,0.6164837998617921,pearson_abs_corr,1,,,0.5,,1,0.6164837998617921,,1,2,3,500,500,10000,15,,-3.0647024001879366,10.630616822394858,0.9891247294228849,0.9740174209472897,((-9.733940) + (1.519389 * (12.530111 * X2))) | ((-7.128279) + (2.084865 * (3.958492 * X1))) | ((-14.816224) + (2.314180 * (6.872929 * X1))),((-9.733940) + (1.519389 * (12.530111 * X2))) | ((-7.128279) + (2.084865 * (3.958492 * X1))) | ((-14.816224) + (2.314180 * (6.872929 * X1))),records/one_step_variants/sir_info_floor_0p5/seed_5
one_step,sir,sir_info_floor_0p5,6,47607,success,0.8999226835498618,pearson_abs_corr,1,,,0.5,,1,0.8999226835498618,,1,2,3,500,500,10000,15,,-2.664956558701678,-2.591000274217899,0.9886994060630515,0.9976899698433666,(46.988678 + (26.618984 * (((2.350277 * X1) / ((-0.806620) * X2)) / (1.414214 + (0.847113 * X1))))) | ((-0.497353) + (1.000117 * (((20.285030 * X1) + ((-7.783024) * X2)) + (36.977261 / ((-3.303845) * X3))))) | ((-0.192201) + (1.013884 * ((8.002706 * X1) + (((-17.609169) * X3) / (6.296058 + ((-1.820854) * X2)))))),(46.988678 + (26.618984 * (((2.350277 * X1) / ((-0.806620) * X2)) / (1.414214 + (0.847113 * X1))))) | ((-0.497353) + (1.000117 * (((20.285030 * X1) + ((-7.783024) * X2)) + (36.977261 / ((-3.303845) * X3))))) | ((-0.192201) + (1.013884 * ((8.002706 * X1) + (((-17.609169) * X3) / (6.296058 + ((-1.820854) * X2)))))),records/one_step_variants/sir_info_floor_0p5/seed_6
one_step,sir,sir_info_floor_0p5,7,55526,success,0.7868182293744729,pearson_abs_corr,1,,,0.5,,1,0.7868182293744729,,1,2,3,500,500,10000,15,,-3.4232235725971054,-2.621356627682067,0.9877614974301109,0.9791248498970689,((-2.229586) + (1.137740 * (((-5.891717) * X1) + (15.088704 * X2)))) | ((-0.000013) + (1.000000 * ((((-8.312053) * X2) + (14.437455 * X1)) + ((-15.145932) + (8.276895 * X3))))) | (0.276958 + (0.992994 * ((((-7.629046) * X3) / (2.085624 * X2)) + (((-5.850828) * X2) + (12.291900 * X1))))),((-2.229586) + (1.137740 * (((-5.891717) * X1) + (15.088704 * X2)))) | ((-0.000013) + (1.000000 * ((((-8.312053) * X2) + (14.437455 * X1)) + ((-15.145932) + (8.276895 * X3))))) | (0.276958 + (0.992994 * ((((-7.629046) * X3) / (2.085624 * X2)) + (((-5.850828) * X2) + (12.291900 * X1))))),records/one_step_variants/sir_info_floor_0p5/seed_7
one_step,sir,sir_info_floor_0p5,8,63445,success,0.8932503160386022,pearson_abs_corr,1,,,0.5,,1,0.8932503160386022,,1,2,3,500,500,10000,29,,-3.0369183692684167,-2.688627366822448,0.9905363350329588,0.9975694870856059,(47.033417 + ((-30.937746) * (((1.497481 * X1) / (0.554161 * X2)) / (1.576906 + (0.895869 * X1))))) | (0.126261 + (0.990786 * ((((-131.905426) / (10.134003 * X3)) + ((-7.446254) * X2)) + (20.068380 * X1)))) | ((-4.607979) + (1.746219 * (((-1.878997) * X2) + (5.692805 * X1)))),(47.033417 + ((-30.937746) * (((1.497481 * X1) / (0.554161 * X2)) / (1.576906 + (0.895869 * X1))))) | (0.126261 + (0.990786 * ((((-131.905426) / (10.134003 * X3)) + ((-7.446254) * X2)) + (20.068380 * X1)))) | (0.305727 + (0.987727 * (((10.145507 * X1) + ((-3.830435) * X3)) + ((-3.221506) * X2)))),records/one_step_variants/sir_info_floor_0p5/seed_8
one_step,sir,sir_info_floor_0p5,9,71364,success,0.8741723431583138,pearson_abs_corr,1,,,0.5,,1,0.8741723431583138,,1,2,3,500,500,10000,15,,-2.752984762421357,-2.68518442405373,0.9860040742553421,0.9934779425661244,((-0.000242) + (1.000001 * (((((3.489628 * X3) + (3.024128 * X1)) ^ 1.757908) + (((((111.809608 * X3) + ((-1007.331726) * X1)) / ((6.478260 * X2) + (4.531864 * X1))) + 123.570435) + ((-14.839072) * X2))) + ((-40.146919) * X3)))) | ((-0.002159) + (1.000147 * (((((-13.599130) * X2) * (0.550510 * X1)) + (((-40.707150) / (1.966159 * X3)) + ((-5.067034) * X3))) + (32.183727 * X1)))) | ((-0.092944) + (1.000639 * (((((-134.980164) * X2) + (311.470215 * X1)) ^ 0.457312) + ((-5.515813) * X3)))),((-0.000242) + (1.000001 * (((((3.489628 * X3) + (3.024128 * X1)) ^ 1.757908) + (((((111.809608 * X3) + ((-1007.331726) * X1)) / ((6.478260 * X2) + (4.531864 * X1))) + 123.570435) + ((-14.839072) * X2))) + ((-40.146919) * X3)))) | ((-0.002159) + (1.000147 * (((((-13.599130) * X2) * (0.550510 * X1)) + (((-40.707150) / (1.966159 * X3)) + ((-5.067034) * X3))) + (32.183727 * X1)))) | ((-0.092944) + (1.000639 * (((((-134.980164) * X2) + (311.470215 * X1)) ^ 0.457312) + ((-5.515813) * X3)))),records/one_step_variants/sir_info_floor_0p5/seed_9
one_step,gw_imrphenomd,gw_imrphenomd_forced_m2,0,62,success,0.9835084193071142,pearson_abs_corr,1,complementary_mass_diff_alignment,0.9315011321215745,0.75,0.5,1,0.988494383779093,0.9315011321215745,1,1,2,500,500,2000,18,,-0.060140158260742,0.5445245032950833,0.9988186920393757,0.9941642256160602,((-3.710281) + (1.594221 * exp(((0.744106 * X2) + (0.708317 * X1))))) | (0.000197 + (0.999926 * ((exp((0.606443 * X2)) + ((-3.571500) * X1)) + 5.551410))),((-4.610684) + (1.362280 * (((0.173029 * X2) + exp((0.135643 * X1))) ^ 6.073452))) | (0.000197 + (0.999926 * ((exp((0.606443 * X2)) + ((-3.571500) * X1)) + 5.551410))),records/one_step_variants/gw_imrphenomd_forced_m2/seed_0
one_step,gw_imrphenomd,gw_imrphenomd_forced_m2,1,7981,success,0.9708840566303838,pearson_abs_corr,1,complementary_mass_diff_alignment,0.7023224213662951,0.75,0.5,1,0.9708840566303838,0.7023026028715335,1,1,2,500,500,2000,,,-0.8881784034508937,1.4825771424197927,0.9967742527978548,0.9923724636462127,((-0.030162) + (0.997724 * ((((143.715500 * X2) + (285.200592 * X1)) + (-420.027557)) * (((0.016348 * X1) + (0.047591 * X2)) + (-0.042118))))) | ((-2.209439) + (2.311719 * (1.349547 * X2))),((-0.030162) + (0.997724 * ((((143.715500 * X2) + (285.200592 * X1)) + (-420.027557)) * (((0.016348 * X1) + (0.047591 * X2)) + (-0.042118))))) | (17.526281 + ((-20.521296) * exp(((-0.207669) * X2)))),records/one_step_variants/gw_imrphenomd_forced_m2/seed_1
one_step,gw_imrphenomd,gw_imrphenomd_forced_m2,2,15900,success,0.700723452495833,pearson_abs_corr,1,complementary_mass_diff_alignment,0.9538281856677412,0.75,0.5,0,0.9879808531305637,0.9556722972151221,1,1,2,500,500,2000,13,,-0.513805065972708,1.9572955385588227,0.9985323500514782,0.9984293354305195,(61.528988 + ((-67.842857) * exp(((-0.185692) * X1)))) | (0.221699 + (0.955816 * ((3.656481 * X2) + ((-1.878400) * X1)))),((-4.402737) + (1.407687 * ((2.790862 * X1) / exp(((-0.590570) * X2))))) | ((-2.415783) + (1.786524 * (exp(((-0.355840) * X1)) * (3.282239 * X2)))),records/one_step_variants/gw_imrphenomd_forced_m2/seed_2
one_step,gw_imrphenomd,gw_imrphenomd_forced_m2,3,23819,success,0.9977850541850989,pearson_abs_corr,1,complementary_mass_diff_alignment,0.9994178757737755,0.75,0.5,1,0.9977850541850989,0.9984797833292389,1,1,2,500,500,2000,,,-0.8067776460039953,-0.9664593912125423,0.9989556845582688,0.9980147637328358,(0.000952 + (0.999879 * ((((13.221693 * X1) + exp((1.189680 * X2))) + ((exp((5.007236 * X1)) + ((-145401.109375) * X2)) / (((-2739.871338) * X1) + (11659.197266 * X2)))) ^ 0.942755))) | ((-0.000001) + (1.000000 * ((((-2.727636) * X1) + 3.188024) + (2.548255 * X2)))),(0.000952 + (0.999879 * ((((13.221693 * X1) + exp((1.189680 * X2))) + ((exp((5.007236 * X1)) + ((-145401.109375) * X2)) / (((-2739.871338) * X1) + (11659.197266 * X2)))) ^ 0.942755))) | ((-0.000073) + (1.000022 * ((exp((0.364124 * X2)) + ((-0.674760) * X1)) / 0.247971))),records/one_step_variants/gw_imrphenomd_forced_m2/seed_3
one_step,gw_imrphenomd,gw_imrphenomd_forced_m2,4,31738,success,0.9899199216276882,pearson_abs_corr,1,complementary_mass_diff_alignment,0.7132866494377268,0.75,0.5,1,0.9899199216276882,0.7132866494377268,1,1,2,500,500,2000,10,,-0.40562602270797365,-0.48867384831204524,0.9985450007305016,0.9938480044617449,((-2.332619) + (1.159375 * (((0.848342 * X1) + (0.856022 * X2)) ^ 2.768930))) | ((-5.770349) + (4.790880 * exp((0.356575 * X2)))),((-2.332619) + (1.159375 * (((0.848342 * X1) + (0.856022 * X2)) ^ 2.768930))) | ((-5.770349) + (4.790880 * exp((0.356575 * X2)))),records/one_step_variants/gw_imrphenomd_forced_m2/seed_4
one_step,gw_imrphenomd,gw_imrphenomd_forced_m2,5,39657,success,0.999999576656349,pearson_abs_corr,1,complementary_mass_diff_alignment,0.9692832812360562,0.75,0.5,1,0.9993748664783136,0.9692832812360562,1,1,2,500,500,2000,14,,-1.557472383615878,-0.3188833441144769,0.9926367074094308,0.9982369514633864,((-45.476978) + (2.671107 * ((9.145636 * X2) + (9.082175 * X1)))) | (0.612492 + (0.777787 * ((3.937609 * X2) + ((-2.362788) * X1)))),(0.297111 + (0.997617 * ((((42.886280 * X1) + (-85.731010)) + (43.150352 * X2)) ^ 0.880332))) | (0.612492 + (0.777787 * ((3.937609 * X2) + ((-2.362788) * X1)))),records/one_step_variants/gw_imrphenomd_forced_m2/seed_5
one_step,gw_imrphenomd,gw_imrphenomd_forced_m2,6,47576,success,0.9906975001865548,pearson_abs_corr,1,complementary_mass_diff_alignment,0.9739588545108662,0.75,0.5,1,0.9777333790596299,0.9726605813482283,1,1,2,500,500,2000,16,,-1.5302528961037616,-1.0677033029740663,0.9968226871438075,0.9969512624273156,((-13.278596) + ((-11.899632) * ((0.905008 * X2) * ((-1.088775) * X1)))) | ((-0.000000) + (1.000000 * (((2.090078 * X2) + 4.637052) + ((-3.372181) * X1)))),((-6.990804) + (1.347407 * exp(((0.886033 * X2) + (0.869745 * X1))))) | (0.000047 + (0.999985 * ((exp((0.269423 * X2)) / 0.193414) + ((-3.370922) * X1)))),records/one_step_variants/gw_imrphenomd_forced_m2/seed_6
one_step,gw_imrphenomd,gw_imrphenomd_forced_m2,7,55495,success,0.9973821841011146,pearson_abs_corr,1,complementary_mass_diff_alignment,0.9788362453216494,0.75,0.5,1,0.9987015806937473,0.9788362453216494,1,1,2,500,500,2000,18,,-0.7960476690590924,-0.4453888667380774,0.9988005040222236,0.9970858323035872,((-14.794111) + (3.402631 * (exp((0.737172 * X1)) + (2.302585 * X2)))) | (0.033998 + (1.043461 * (exp(((1.718494 * X2) ^ 0.522204)) + ((-1.876748) * X1)))),(0.000309 + (0.999959 * ((((7.789526 * X2) + (-13.933814)) + exp((0.967865 * X1))) + (3.523711 * X1)))) | (0.033998 + (1.043461 * (exp(((1.718494 * X2) ^ 0.522204)) + ((-1.876748) * X1)))),records/one_step_variants/gw_imrphenomd_forced_m2/seed_7
one_step,gw_imrphenomd,gw_imrphenomd_forced_m2,8,63414,success,0.980808429901038,pearson_abs_corr,1,complementary_mass_diff_alignment,0.9290002077916055,0.75,0.5,1,0.980808429901038,0.9290002077916055,1,1,2,500,500,2000,10,,-1.4419580285204068,0.2304961441369887,0.9956487279808302,0.9989567011721625,(75.967857 + ((-65.449043) * (exp(((-0.691329) * X2)) / (0.392604 * X1)))) | ((-0.681236) + (1.200418 * (((-1.376925) * X1) + (3.195836 * X2)))),(75.967857 + ((-65.449043) * (exp(((-0.691329) * X2)) / (0.392604 * X1)))) | ((-0.681236) + (1.200418 * (((-1.376925) * X1) + (3.195836 * X2)))),records/one_step_variants/gw_imrphenomd_forced_m2/seed_8
one_step,gw_imrphenomd,gw_imrphenomd_forced_m2,9,71333,success,0.9837167574065872,pearson_abs_corr,1,complementary_mass_diff_alignment,0.9615911724488929,0.75,0.5,1,0.974414458890298,0.9615911724488929,1,1,2,500,500,2000,15,,-0.2857557834146084,-0.2904344236726535,0.9983470082913505,0.9932541445395389,((-6.600048) + (1.541445 * exp(((0.783078 * X1) + (0.743535 * X2))))) | (0.335041 + (0.900544 * ((3.983530 * X2) + ((-2.229092) * X1)))),((-0.335127) + (1.074784 * (((0.584486 * X1) + (0.552212 * X2)) ^ 3.933413))) | (0.335041 + (0.900544 * ((3.983530 * X2) + ((-2.229092) * X1)))),records/one_step_variants/gw_imrphenomd_forced_m2/seed_9
