problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,physics_alignment,physics_alignment_spearman,physics_alignment_grad_cosine,gate_ok,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
sir,oneshot,3,6,47607,ok,,500,"[0, 1, 2]","[2.0043370723724365, 1.8936430215835571, 0.6015217304229736]",2,3,info,1.802;1.071;0.057,1.834;1.061;0.061,3,3,-2.664956558701678,3,141048,1.0389511846025161,0.16329931618554522,0,0.011544014227598176,0.9886994060630515,10000,(46.988678 + (26.618984 * (((2.350277 * X1) / ((-0.806620) * X2)) / (1.414214 + (0.847113 * X1))))) | ((-0.497353) + (1.000117 * (((20.285030 * X1) + ((-7.783024) * X2)) + (36.977261 / ((-3.303845) * X3))))) | ((-0.192201) + (1.013884 * ((8.002706 * X1) + (((-17.609169) * X3) / (6.296058 + ((-1.820854) * X2)))))),(46.988678 + (26.618984 * (((2.350277 * X1) / ((-0.806620) * X2)) / (1.414214 + (0.847113 * X1))))) | ((-0.497353) + (1.000117 * (((20.285030 * X1) + ((-7.783024) * X2)) + (36.977261 / ((-3.303845) * X3))))) | ((-0.192201) + (1.013884 * ((8.002706 * X1) + (((-17.609169) * X3) / (6.296058 + ((-1.820854) * X2)))))),True,15.0,-2.591000274217899,0.07395628448377911,0.9976899698433666,0.8999226835498618,0.924693842775371,0.9880675337325784,True,False,True,4.517825126647949,28.28917169570923,27.052626132965088,3.513120651245117,192.58626317977905,8.29966402053833,272.6927499771118,2188.0
