problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,rank_correct,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
rosenbrock,oneshot,2,2,15900,ok,,500,"[0, 1]","[0.3787747323513031, 0.05216673016548157]",2,2,info,3.142;2.835;1.486;0.236,3.116;2.821,1,1,-1.3148792320061027,2,34900,5.355808735363829,0.16329931618554522,0,0.04284578593187575,0.9997263699944172,2000,(459.058533 + (0.999994 * (((((-30.098963) + ((-0.030190) * X2)) + ((-5.042225) * X1)) * sqrt((172.536240 + (47.217705 * X1)))) + ((5.896180 * X2) + (119.159546 * X1))))) | (38.467487 + (0.988482 * ((0.145941 * X2) + ((((-0.810752) * X2) + (((1.719706 * X1) * (0.434294 * X1)) + 39.076561)) * ((-0.281184) * X1))))),(459.058533 + (0.999994 * (((((-30.098963) + ((-0.030190) * X2)) + ((-5.042225) * X1)) * sqrt((172.536240 + (47.217705 * X1)))) + ((5.896180 * X2) + (119.159546 * X1))))) | (38.467487 + (0.988482 * ((0.145941 * X2) + ((((-0.810752) * X2) + (((1.719706 * X1) * (0.434294 * X1)) + 39.076561)) * ((-0.281184) * X1))))),True,10.0,-1.3110915559707732,0.003787676035329479,0.9999738717077605,True,True,True,6.504526376724243,99.5248908996582,42.24590468406677,1.9409728050231934,641.3614230155945,17.36135172843933,820.3390264511108,2993.76953125
