problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,n_pca_simulations,physics_alignment,chirp_mass_alignment,gate_ok,n_pca_simulations_mdl,physics_alignment_mdl,chirp_mass_alignment_mdl,gate_ok_mdl,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
gw_taylorf2,oneshot,2,3,23819,ok,,500,"[1, 0]","[1.208364725112915, 1.4479387998580933]",1,1,info,2.002;-0.057,0.858,1,1,-0.6380013486122221,1,142895,2.2435525087422548,0.11547005383792516,4,1.6764402297308978,0.9086358824924738,2000,((-5.372764) + (1.394237 * ((3.827041 * X1) / exp(((-0.563851) * X2))))),(1.597368 + (0.993383 * (((0.808350 * X1) + (0.680473 * X2)) ^ 3.024819))),False,,-0.0817319781212934,0.5562693704909287,0.9401108978329585,1000,0.9777276580648656,0.9411817268302493,True,1000,0.9751064412781458,0.9230941223417857,True,False,False,6.041501760482788,27.545533418655396,23.90003228187561,2.014967679977417,134.87186861038208,17.772292375564575,223.35793256759644,2194.828125
