problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,physics_alignment,physics_alignment_spearman,physics_alignment_grad_cosine,gate_ok,screen_set_correct,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
sir,oneshot,3,5,39688,ok,,500,"[1, 0, 2]","[1.9574267864227295, 2.009899139404297, 0.9025996923446655]",2,3,info,1.782;1.182;0.078,1.778;1.145;0.077,3,3,-3.0647024001879366,3,141048,0.9906734138309327,0.16329931618554522,0,0.010512297366742038,0.9891247294228849,10000,((-9.733940) + (1.519389 * (12.530111 * X2))) | ((-7.128279) + (2.084865 * (3.958492 * X1))) | ((-14.816224) + (2.314180 * (6.872929 * X1))),((-9.733940) + (1.519389 * (12.530111 * X2))) | ((-7.128279) + (2.084865 * (3.958492 * X1))) | ((-14.816224) + (2.314180 * (6.872929 * X1))),True,15.0,10.630616822394858,13.695319222582794,0.9740174209472897,0.6164837998617921,0.6997097428389714,0.9326486098373316,True,False,True,5.8471856117248535,26.01815390586853,26.285247802734375,1.9407985210418701,189.50937938690186,5.2299418449401855,263.8525605201721,1942.9921875
