problem,arm,d,trial,seed,status,failed_stage,n_sims,screen_order,screen_scores,r_hat,m_fit,rank_rule,info_probe_nats,info_final_nats,jtj_eigengap_rank,jtj_eigengap_rank_screen,nll_neural,n_outputs,n_params_count,rank_margin,sampling_band,jtj_rank_agreement_k,median_y_std,r2_true_min,n_sr_aug,expression,expression_mdl,picks_agree,complexity,nll_symbolic,nll_gap,r2_sr_min,rank_correct,screen_set_correct,rank_correct_mdl,screen_set_correct_mdl,symbolic_recovered,runtime_screen_s,runtime_probe_s,runtime_fit_s,runtime_align_s,runtime_sr_s,runtime_frozen_s,runtime_total_s,peak_host_mem_mb
rosenbrock,oneshot,2,5,39657,ok,,500,"[0, 1]","[0.44046586751937866, 0.0599108524620533]",2,2,info,3.147;2.607;1.361;1.264,3.174;2.620,1,1,-1.2975017896429484,2,34900,4.918388350791214,0.16329931618554522,0,0.04195600170684713,0.9990319312956109,2000,(0.000011 + (1.000000 * ((((0.444134 * X1) + 47.920849) + (5.179259 * X2)) + (((-4.352907) * X1) * (0.964776 * X1))))) | (47.478558 + (1.000000 * (((((-0.189430) * X1) * (((1.250362 * X1) * (2.355982 * X1)) + ((-3.474530) * X2))) + ((-10.685080) * X1)) + (0.188559 * X2)))),(47.918152 + (2.922919 * ((0.152777 * X1) + ((1.772454 * X2) + (((-18.537930) * X1) * (0.077489 * X1)))))) | (47.478558 + (1.000000 * (((((-0.189430) * X1) * (((1.250362 * X1) * (2.355982 * X1)) + ((-3.474530) * X2))) + ((-10.685080) * X1)) + (0.188559 * X2)))),False,28.0,-1.2771886548998665,0.02031313474308183,0.9999821363718339,True,True,True,True,True,6.116201877593994,99.75150275230408,42.17590093612671,1.9652903079986572,623.6458485126495,28.025298833847046,807.5274038314819,2979.5703125
