length;mse;model
20;nan;(7.2380619049 + ((((exp((0.9543550014 * X2)) + ((((-11.3308286667) * X1) + exp((0.1356204748 * X2))) * (0.3028599918 * X1))) * (0.0161634404 * X1)) + (2.7846758366 * X1)) * (exp((0.1352599263 * X2)) + ((-0.3657699823) * X2))))
1;8.431143171425198;7.2723846436
12;47.26176901778833;exp(((0.0249172412 * X1) * (exp(((-0.3025172353) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3775146604) * X2)) * (0.5921862125 * X1))))))
19;nan;(7.2368688583 + ((((exp((0.9435898662 * X2)) + ((((-3.9967212677) * X1) + (0.3762082458 * X2)) * (0.8126776814 * X1))) * (0.0169518404 * X1)) + (2.7780363560 * X1)) * (exp((0.1347713321 * X2)) + ((-0.3646444380) * X2))))
10;inf;(exp((((-0.0342490673) * X1) * (0.6520295143 * X1))) * ((0.7331857085 ^ (0.8876922131 * X2)) * (2.0466647148 * X1)))
9;inf;(exp((((-0.0313726850) * X1) * (0.7134178877 * X1))) * ((2.8292748928 * X1) * exp(((-0.2701213360) * X2))))
11;inf;((exp((0.0767030045 * X2)) + (((-0.0291151013) * X1) * (0.7071067691 * X1))) * (exp(((-0.3819231391) * X2)) * (2.7182817459 * X1)))
6;nan;(((-0.2588113844) * X1) * (log(abs(((-0.0005571884) * X1))) + (0.7973610759 * X2)))
5;inf;((1.8161023855 * X1) * (0.5634070635 ^ (0.4922643304 * X2)))
4;2.26490598303167e+73;(((-0.9283998013) * X1) * exp(((-0.2639950812) * X2)))
3;inf;exp(exp((0.0030479957 * X1)))
2;47.62956567899168;exp(((-0.0173735134) * X1))
16;nan;((7.2247242928 + (0.2913901210 * X1)) + ((((((-0.0602522008) * X1) * (0.7202248573 * X1)) * (1.3673982620 * X1)) + (2.6002259254 * X1)) * (exp(((-0.2756823301) * X2)) + ((-0.0220247991) * X2))))
15;47.37604147148348;sqrt(exp(((0.0087775951 * X1) * (((0.0079055270 * X1) * ((((-2.7327327728) * X1) + (0.2609191537 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3033444881) * X2))))))
13;inf;(((exp(((-0.2882546186) * X2)) + (((-0.0361299478) * X1) * (exp(((-0.3941689134) * X2)) * (0.5921862125 * X1)))) + ((-0.0023416358) * X2)) * (2.9333615303 * X1))
8;nan;(((2.2162766457 * X1) * exp(((-0.2634183168) * X2))) * log(abs(log(abs(((-0.0245212149) * X1))))))
18;nan;((((exp((0.9568626881 * X2)) + ((((-8.8824644089) * X1) + exp((0.1355414540 * X2))) * (0.3675619960 * X1))) * (0.0169465262 * X1)) + (2.7862999439 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3666882515) * X2)))
17;nan;(((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * ((1.6349517107 ^ ((-0.5607457757) * X2)) + ((-0.0220252238) * X2))) + (7.2722802162 + (0.2672263086 * X1)))
7;nan;(((-0.9227771759) * X1) * (log(abs(((-0.0307196695) * X1))) * exp(((-0.2879171968) * X2))))
14;nan;exp(((0.0087775951 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3926631510) * X2)))) + exp(((-0.3030254841) * X2)))))
20;nan;(7.2469921112 + ((((exp((0.9556586146 * X2)) + ((((-8.8463869095) * X1) + exp(((-0.1944304109) * X1))) * (0.3773331046 * X1))) * (0.0162030142 * X1)) + (2.7841978073 * X1)) * (exp((0.1354062557 * X2)) + ((-0.3661629260) * X2))))
1;8.431232098560702;7.2737975121
12;inf;(((2.8292748928 * X1) * exp(((-0.3773337901) * X2))) * ((((-0.0294569209) * X1) * (0.7191783190 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
19;nan;(7.2453823090 + ((((exp((0.9556457996 * X2)) + ((((-8.9077968597) * X1) + 1.3578318357) * (0.3852091730 * X1))) * (0.0161687620 * X1)) + (2.7851645947 * X1)) * (exp((0.1353647262 * X2)) + ((-0.3660531640) * X2))))
10;inf;(exp((((-0.0316601060) * X1) * (0.7202248573 * X1))) * ((1.1114709377 ^ ((-2.6703698635) * X2)) * (2.0466647148 * X1)))
9;inf;((exp((((-0.0300624706) * X1) * (0.7341285944 * X1))) * exp(((-0.2756823301) * X2))) * (2.0466647148 * X1))
11;inf;(((3.7591018677 * X1) * exp(((-0.3740162849) * X2))) * (exp((0.0821434408 * X2)) + (((-0.0277887378) * X1) * (0.7685834765 * X1))))
6;nan;((log(abs(((-0.0005010427) * X1))) + (0.8110730052 * X2)) * ((-0.2545025051) * X1))
5;inf;((0.8768225908 ^ (2.1524052620 * X2)) * (2.1178789139 * X1))
4;1.7170093940131466e+73;(((-0.8082255721) * X1) * exp(((-0.2636221349) * X2)))
3;inf;exp(exp((0.0033194928 * X1)))
2;inf;exp((0.0081955604 * X1))
16;nan;((((-0.0291151013) * X1) + (0.2913900912 * X1)) + ((((((-0.0584329069) * X1) * (0.7341285944 * X1)) * (1.3827095032 * X1)) + (2.6010997295 * X1)) * (exp(((-0.2740367055) * X2)) + ((-0.0220246874) * X2))))
15;inf;(((2.9786088467 * X1) * (((0.0079055270 * X1) * ((((-2.7327327728) * X1) + (0.2609191537 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3033444881) * X2)))) + 7.2360291481)
13;nan;((((((-0.0228233729) * X1) * ((2.0463860035 * X1) * exp(((-0.0882714838) * X2)))) * (1.3708856106 * X1)) + (2.9739682674 * X1)) * exp(((-0.3023643494) * X2)))
8;nan;(log(abs(log(abs(((-0.0245345272) * X1))))) * ((2.2316100597 * X1) * exp(((-0.2631515265) * X2))))
18;nan;((((exp((0.9533671737 * X2)) + ((((-10.3527259827) * X1) + exp((0.0767030045 * X2))) * (0.3247889280 * X1))) * (0.0164832361 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2)))
17;nan;((7.2387380600 + (0.2962820232 * X1)) + (((((-0.0316601060) * X1) * (0.7202248573 * X1)) + exp((0.0000354467 * X1))) * ((2.6003210545 * X1) * (exp(((-0.2882872224) * X2)) + ((-0.0223271735) * X2)))))
7;nan;(((-0.7888740897) * X1) * (log(abs((0.0234658439 * X1))) * exp(((-0.2822053134) * X2))))
14;nan;exp(((0.0087775951 * X1) * (((0.0079055270 * X1) * ((((-2.7327327728) * X1) + (0.2609191537 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3039087951) * X2)))))
20;nan;(7.2497830391 + ((((exp((0.9556934834 * X2)) + ((((-8.8480443954) * X1) + exp(((-0.1945338547) * X1))) * (0.3772039711 * X1))) * (0.0162053797 * X1)) + (2.7842302322 * X1)) * (exp((0.1355252117 * X2)) + ((-0.3664472103) * X2))))
1;13.97297868553325;9.5959320068
12;inf;(((2.8292748928 * X1) * exp(((-0.3819231391) * X2))) * ((((-0.0300624706) * X1) * (0.7341285944 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
19;nan;(7.2366843224 + ((((exp((0.9283545017 * X2)) + ((((-3.9434723854) * X1) + (0.3715052903 * X2)) * (0.8018457890 * X1))) * (0.0173668526 * X1)) + (2.7712950706 * X1)) * (exp((0.1341066509 * X2)) + ((-0.3627212644) * X2))))
10;nan;((((((-0.0523635522) * X1) * (0.7341285944 * X1)) * (1.3708856106 * X1)) + (2.8284862041 * X1)) * exp(((-0.2625956535) * X2)))
9;inf;(exp((((-0.0313726850) * X1) * (0.7134178877 * X1))) * ((2.9214611053 * X1) * exp(((-0.2813423276) * X2))))
11;inf;(((3.7591018677 * X1) * exp(((-0.3819231391) * X2))) * (exp((0.0821434408 * X2)) + (((-0.0307196695) * X1) * (0.7341285944 * X1))))
6;nan;((log(abs(((-0.0005131315) * X1))) + (0.8074285388 * X2)) * ((-0.2552151084) * X1))
5;inf;exp(((0.0249172412 * X1) * exp(((-0.2754127681) * X2))))
4;1.8675924856192435e+72;(((-0.2665250301) * X1) * exp(((-0.2633341849) * X2)))
3;inf;exp(exp((0.0034210766 * X1)))
2;inf;exp((0.0084726354 * X1))
16;nan;((7.2657680511 + (0.2918476760 * X1)) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2751986980) * X2)) + ((-0.0220252238) * X2))))
15;inf;(((2.9770770073 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3926631510) * X2)))) + exp(((-0.3030254841) * X2)))) + 7.2358579636)
13;inf;(((2.9770770073 * X1) * (exp(((-0.3025172353) * X2)) + (((-0.0105114523) * X1) * ((2.0463860035 * X1) * exp(((-0.3909119368) * X2)))))) + 7.2358579636)
8;nan;((2.2084677219 * X1) * (log(abs(log(abs((0.0243175812 * X1))))) * exp(((-0.2636119127) * X2))))
18;nan;((((exp((0.9538245797 * X2)) + ((((-8.0582866669) * X1) + exp(((-0.0025281110) * X1))) * (0.4171480238 * X1))) * (0.0165226385 * X1)) + (2.7860922813 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3667160869) * X2)))
17;nan;((((((-0.0310943052) * X1) * (0.7341285944 * X1)) + exp((0.0050559612 * X1))) * ((2.5995857716 * X1) * (exp(((-0.2731730938) * X2)) + ((-0.0217959248) * X2)))) + (7.2472014427 + (0.2927577496 * X1)))
7;nan;(((-0.7888740897) * X1) * (log(abs((0.0234658439 * X1))) * exp(((-0.2826772034) * X2))))
14;nan;exp(((0.0087775951 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3030254841) * X2)))))
20;nan;(7.2366485596 + ((((exp((0.9644305706 * X2)) + ((((-9.5837631226) * X1) + exp((0.2633209825 * X2))) * (0.4580193758 * X1))) * (0.0124218697 * X1)) + (2.7632253170 * X1)) * (exp((0.1310901940 * X2)) + ((-0.3549162447) * X2))))
1;8.440869652243125;7.1383109093
12;inf;(((2.8292748928 * X1) * exp(((-0.3790599406) * X2))) * ((((-0.0307367910) * X1) * (0.6925110221 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
19;nan;(7.2497830391 + ((((exp((0.9538245797 * X2)) + ((((-8.0582866669) * X1) + 1.1014164686) * (0.4171480238 * X1))) * (0.0165226385 * X1)) + (2.7860922813 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3667160869) * X2))))
10;nan;((((((-0.0517821796) * X1) * (0.7341285944 * X1)) * (1.3708856106 * X1)) + (2.8284614086 * X1)) * exp(((-0.2621671855) * X2)))
9;inf;(exp((((-0.0313726850) * X1) * (0.7134178877 * X1))) * ((2.9214611053 * X1) * exp(((-0.2820672095) * X2))))
11;inf;((exp((0.0767030045 * X2)) + (((-0.0305086914) * X1) * (0.7353974581 * X1))) * ((2.9174599648 * X1) * exp(((-0.3773337901) * X2))))
6;nan;(((-0.2858928442) * X1) * (log(abs(((-0.0009715192) * X1))) + (0.7177196145 * X2)))
5;inf;((0.8765890598 ^ (2.1524052620 * X2)) * (2.1219656467 * X1))
4;1.649183595716203e+73;(((-0.7918202281) * X1) * exp(((-0.2627242804) * X2)))
3;inf;exp(exp((0.0035770293 * X1)))
2;47.64474130026614;exp(((-0.0186167955) * X1))
16;nan;(((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2751986980) * X2)) + ((-0.0220252238) * X2))) + (7.2274956703 + (0.2927019596 * X1)))
15;inf;(((2.9770770073 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3030254841) * X2)))) + 7.2358579636)
13;inf;((0.0087775951 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + ((-0.0010346028) * X1)) * exp(((-0.3900032640) * X2)))) + exp(((-0.3030254841) * X2))))
8;nan;((2.2080163956 * X1) * (log(abs(log(abs((0.0243270956 * X1))))) * exp(((-0.2633472383) * X2))))
18;nan;((((exp((0.9521970153 * X2)) + ((((-8.7540493011) * X1) + exp((0.2583293915 * X2))) * (0.3864436746 * X1))) * (0.0165552683 * X1)) + (2.7849390507 * X1)) * (exp((0.1356069744 * X2)) + ((-0.3664472103) * X2)))
17;nan;((7.2353792191 + (0.2921212614 * X1)) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * ((1.6349517107 ^ ((-0.5607457757) * X2)) + ((-0.0220252238) * X2))))
7;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0277887378) * X1))) * exp(((-0.2882872224) * X2))))
14;nan;exp(((0.0087775951 * X1) * (((0.0079055270 * X1) * ((((-2.7327327728) * X1) + (0.2609191537 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3025172353) * X2)))))
20;nan;(7.2350196838 + ((((exp((0.9538245797 * X2)) + ((((-8.0582866669) * X1) + exp((0.1357906014 * X2))) * (0.4171480238 * X1))) * (0.0165226385 * X1)) + (2.7862999439 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3666882515) * X2))))
1;8.689834277361763;6.7320742607
12;47.2620935669983;exp(((0.0249172412 * X1) * (exp(((-0.3025172353) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3738808334) * X2)) * (0.5921862125 * X1))))))
19;nan;(7.2353029251 + ((((exp((0.9568626881 * X2)) + ((((-4.0451369286) * X1) + (0.3808519542 * X2)) * (0.8225130439 * X1))) * (0.0169465262 * X1)) + (2.7889368534 * X1)) * (exp((0.1362782866 * X2)) + ((-0.3683702052) * X2))))
10;inf;(exp((((-0.0300624706) * X1) * (0.7341285944 * X1))) * ((0.7331857085 ^ (0.8876922131 * X2)) * (2.0466647148 * X1)))
9;inf;(exp((((-0.0305086914) * X1) * (0.7353974581 * X1))) * ((2.9214611053 * X1) * exp(((-0.2826772034) * X2))))
11;inf;(((2.7861056328 * X1) * exp(((-0.3740162849) * X2))) * (exp((0.0767030045 * X2)) + (((-0.0313726850) * X1) * (0.7134178877 * X1))))
6;nan;(((-0.4173963666) * X1) * (log(abs(((-0.0062901415) * X1))) + (0.4780831337 * X2)))
5;inf;exp(((0.0087775951 * X1) * exp(((-0.2617087364) * X2))))
4;inf;((2.1704721451 * X1) * exp(((-0.2624769807) * X2)))
3;nan;sqrt(exp((0.0150981508 * X1)))
2;inf;exp((0.0087775951 * X1))
16;nan;(((0.2933468819 * X1) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2751986980) * X2)) + ((-0.0220252238) * X2)))) + 7.2736258507)
15;28.881273611199916;exp(exp(((0.0018202404 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3853346407) * X2)))) + exp(((-0.3025172353) * X2))))))
13;inf;(((exp(((-0.2883096933) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3604637086) * X2)) * (0.5921862125 * X1)))) + ((-0.0023384835) * X2)) * (2.9335932732 * X1))
8;nan;(log(abs(log(abs((0.0243920144 * X1))))) * ((2.2085249424 * X1) * exp(((-0.2628583610) * X2))))
18;nan;((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp(((-0.0038130160) * X1))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1356069744 * X2)) + ((-0.3666882515) * X2)))
17;nan;((exp(((-0.0034543315) * X1)) * (0.2892217934 * X1)) + ((((((-0.0571281426) * X1) * (0.7395096421 * X1)) * (1.4039921761 * X1)) + (2.6025667191 * X1)) * (exp(((-0.2787703276) * X2)) + ((-0.0219405964) * X2))))
7;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0307196695) * X1))) * exp(((-0.2608263791) * X2))))
14;nan;exp(((0.0018202404 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3853346407) * X2)))) + exp(((-0.3025172353) * X2)))))
20;nan;(((-0.0007902290) * X1) + ((((exp((0.9556934834 * X2)) + ((((-8.8480443954) * X1) + exp(((-0.1945338547) * X1))) * (0.3772039711 * X1))) * (0.0162053797 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2))))
1;8.430199176441617;7.2431788445
12;inf;((1.8821763992 ^ ((-0.5830543637) * X2)) * ((2.9711184502 * X1) * (exp((0.0765554532 * X2)) + (((-0.0240482967) * X1) * (0.8809100389 * X1)))))
19;nan;(7.2369151115 + ((((exp((0.9422751665 * X2)) + ((((-3.9780395031) * X1) + (0.3742579222 * X2)) * (0.8088817000 * X1))) * (0.0171373226 * X1)) + (2.7771968842 * X1)) * (exp((0.1347009987 * X2)) + ((-0.3645142019) * X2))))
10;47.3121811254299;exp(((0.0137454271 * X1) * (exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * exp(((-0.2883096933) * X2)))))
9;inf;((2.2059288025 * X1) * (exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * exp(((-0.2633341849) * X2))))
11;inf;((exp((0.0821434408 * X2)) + (((-0.0313726850) * X1) * (0.7134178877 * X1))) * (exp(((-0.3908242583) * X2)) * (0.5921862125 * X1)))
6;nan;((log(abs((0.0004202380 * X1))) + (0.8329790235 * X2)) * ((-0.2475721538) * X1))
5;inf;((0.8762766719 ^ (2.1524052620 * X2)) * (2.1705465317 * X1))
4;inf;((2.1994860172 * X1) * exp(((-0.2623896897) * X2)))
3;47.6502717890206;sqrt(exp(((-0.0363670923) * X1)))
2;47.65157653895911;exp(((-0.0191807076) * X1))
16;nan;((7.2247242928 + (0.2913901210 * X1)) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2740367651) * X2)) + ((-0.0220252238) * X2))))
15;inf;(((exp((0.0767030045 * X2)) + (((-0.0302257463) * X1) * (0.7010098696 * X1))) * ((2.9174599648 * X1) * (exp(((-0.3604637086) * X2)) + ((-0.0021156233) * X2)))) + 7.2736086845)
13;inf;(7.2365269661 + (exp(((-0.3775146604) * X2)) * ((2.9711184502 * X1) * (exp((0.0765554532 * X2)) + (((-0.0240482967) * X1) * (0.8809100389 * X1))))))
8;nan;((2.2006139755 * X1) * (log(abs(log(abs((0.0241866428 * X1))))) * exp(((-0.2630032897) * X2))))
18;nan;((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp((0.0031153995 * X1))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1356069744 * X2)) + ((-0.3666882515) * X2)))
17;nan;((7.2721052170 + (0.2907135189 * X1)) + (((exp((((-0.0078696953) * X1) * (0.8505083919 * X1))) * (9.6757297516 * X1)) + ((-7.0463371277) * X1)) * (exp(((-0.2748995125) * X2)) + ((-0.0219356939) * X2))))
7;nan;(((-0.8082255721) * X1) * (log(abs(((-0.0245345272) * X1))) * exp(((-0.2633341849) * X2))))
14;nan;exp(((0.0087775951 * X1) * ((exp(((-0.2883096933) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3775146604) * X2)) * (0.5921862125 * X1)))) + ((-0.0023384835) * X2))))
20;nan;(7.2380619049 + ((((exp((0.9543550014 * X2)) + ((((-11.3308286667) * X1) + exp(0.4842636883)) * (0.3028599918 * X1))) * (0.0161634404 * X1)) + (2.7846758366 * X1)) * (exp((0.1352599263 * X2)) + ((-0.3657699823) * X2))))
1;8.431478071559875;7.2774162292
12;inf;((exp(((-0.3790599406) * X2)) * (0.5921862125 * X1)) * ((((-0.0039767781) * X1) * (4.0649867058 * X1)) + (0.7378491759 + (0.0814205185 * X2))))
19;nan;(7.2366561890 + ((((exp((0.9519582391 * X2)) + ((((-3.7456448078) * X1) + (0.3560475111 * X2)) * (0.8683642745 * X1))) * (0.0167024098 * X1)) + (2.7880012989 * X1)) * (exp((0.1360260248 * X2)) + ((-0.3676930964) * X2))))
10;inf;(exp((((-0.0313726850) * X1) * (0.7134178877 * X1))) * ((2.8292748928 * X1) * (1.1114709377 ^ ((-2.6703698635) * X2))))
9;inf;(exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * ((2.1372265816 * X1) * exp(((-0.2882546186) * X2))))
11;inf;((exp((0.0876854956 * X2)) + (((-0.0307367910) * X1) * (0.6925110221 * X1))) * ((2.8292748928 * X1) * exp(((-0.3790599406) * X2))))
6;nan;(((-0.2431689501) * X1) * (log(abs((0.0003727376 * X1))) + (0.8488756418 * X2)))
5;inf;exp(((0.0243175812 * X1) * exp(((-0.2808545530) * X2))))
4;inf;((2.1683678627 * X1) * exp(((-0.2623441219) * X2)))
3;inf;exp(exp((0.0042208666 * X1)))
2;inf;exp((0.0095227882 * X1))
16;nan;((7.2353792191 + (0.2921212614 * X1)) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2740367651) * X2)) + ((-0.0220252238) * X2))))
15;inf;(((exp((0.0758366957 * X2)) + (((-0.0308879260) * X1) * (0.6851285100 * X1))) * ((2.9160852432 * X1) * (exp(((-0.3592368066) * X2)) + ((-0.0021454073) * X2)))) + 7.2736258507)
13;inf;((exp((0.0797036216 * X2)) + (((-0.0305086914) * X1) * (0.7353974581 * X1))) * ((2.9226701260 * X1) * (exp(((-0.3647457957) * X2)) + ((-0.0019945460) * X2))))
8;nan;(log(abs(log(abs(((-0.0241540167) * X1))))) * ((2.1994860172 * X1) * exp(((-0.2623896897) * X2))))
18;nan;((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp((0.0767030045 * X2))) * (0.3790642023 * X1))) * (0.0161185618 * X1)) + (2.7839138508 * X1)) * (exp((0.1351264417 * X2)) + ((-0.3654118776) * X2)))
17;nan;(((0.2926333547 * X1) + 7.2721352577) + ((((((-0.0589321814) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5995450020 * X1)) * ((0.7292486429 ^ (0.8685116768 * X2)) + ((-0.0220402367) * X2))))
7;nan;(log(abs(((-0.0251776297) * X1))) * (((-0.8133020401) * X1) * exp(((-0.2623789907) * X2))))
14;nan;exp(((0.0018202404 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3853346407) * X2)))) + exp(((-0.3030254841) * X2)))))
20;nan;(7.2477631569 + ((((exp((0.9411455393 * X2)) + ((((-10.1975049973) * X1) + exp((0.2190447301 * X1))) * (0.3229115605 * X1))) * (0.0172915235 * X1)) + (2.7825548649 * X1)) * (exp((0.1353840828 * X2)) + ((-0.3660041988) * X2))))
1;8.4303722793277;7.2548694611
12;inf;(((3.1717767715 * X1) * exp(((-0.3834348619) * X2))) * ((((-0.0218101759) * X1) * (0.8775165677 * X1)) + (0.8718701005 + (0.1010827944 * X2))))
19;nan;(7.2453203201 + ((((exp((0.9495205879 * X2)) + ((1.2745158672 + ((-8.3481664658) * X1)) * (0.4151716232 * X1))) * (0.0157267693 * X1)) + (2.7792484760 * X1)) * (exp((0.1344941556 * X2)) + ((-0.3637063801) * X2))))
9;inf;((2.2059288025 * X1) * (exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * exp(((-0.2624769807) * X2))))
8;nan;(log(abs(log(abs((0.0240484066 * X1))))) * (exp(((-0.2624287903) * X2)) * (2.1938834190 * X1)))
10;nan;((((((-0.0517859384) * X1) * (0.7341285944 * X1)) * (1.3708856106 * X1)) + (2.8280951977 * X1)) * exp(((-0.2900739610) * X2)))
11;nan;((0.0087775951 * X1) * (exp(((-0.2883096933) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3604637086) * X2)) * (0.5921862125 * X1)))))
5;inf;exp(((0.0087775951 * X1) * exp(((-0.2879171968) * X2))))
4;inf;((2.6529657841 * X1) * exp(((-0.2617087364) * X2)))
3;inf;exp(exp((0.0043091183 * X1)))
2;inf;exp((0.0097782081 * X1))
15;inf;(((exp((0.0797036216 * X2)) + (((-0.0307367910) * X1) * (0.6925110221 * X1))) * ((2.9226701260 * X1) * (exp(((-0.3647457957) * X2)) + ((-0.0019945460) * X2)))) + 7.2735195160)
7;nan;(log(abs((0.0251210500 * X1))) * (((-0.8092545271) * X1) * exp(((-0.2622330487) * X2))))
18;nan;((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp((0.0767030045 * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3666882515) * X2)))
16;nan;((7.2475051880 + (0.2923847139 * X1)) + ((((((-0.0722621530) * X1) * (0.7341285944 * X1)) * (1.3937953711 * X1)) + (3.2399933338 * X1)) * (exp(((-0.2405882031) * X2)) + (-0.2016023248))))
13;inf;(((exp((0.0767030045 * X2)) + (((-0.0302257463) * X1) * (0.7010098696 * X1))) * ((2.9174599648 * X1) * exp(((-0.3732509315) * X2)))) + 7.2736086845)
6;nan;(((-0.2775057554) * X1) * (log(abs(((-0.0008084263) * X1))) + (0.7401685119 * X2)))
14;inf;(((2.9735839367 * X1) * exp(((-0.3900032640) * X2))) * ((((-0.0703677386) * X1) * ((0.3052884042 * X1) * exp(((-0.0071490183) * X1)))) + exp((0.0876854956 * X2))))
20;nan;(7.2469906807 + ((((exp((0.9509156942 * X2)) + ((((-8.8606023788) * X1) + exp(((-0.1959139854) * X1))) * (0.3785683513 * X1))) * (0.0159627162 * X1)) + (2.7798061371 * X1)) * (exp((0.1347964704 * X2)) + ((-0.3645216823) * X2))))
1;10.118630829456801;5.9422230721
12;inf;(((2.8292748928 * X1) * exp(((-0.3738808334) * X2))) * ((((-0.0291151013) * X1) * (0.7071067691 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
19;nan;(7.2368855476 + ((((exp((0.9448904991 * X2)) + ((((-4.0451369286) * X1) + (0.3808519542 * X2)) * (0.8225130439 * X1))) * (0.0165552683 * X1)) + (2.7777338028 * X1)) * (exp((0.1347460896 * X2)) + ((-0.3645976484) * X2))))
9;inf;(exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * ((2.9214611053 * X1) * exp(((-0.2617087364) * X2))))
8;nan;(((-0.9283998013) * X1) * (log(abs(log(abs((0.0239652786 * X1))))) * exp(((-0.2883096933) * X2))))
10;inf;(exp((((-0.0233585816) * X1) * (0.9316470027 * X1))) * ((2.9214611053 * X1) * (0.7292486429 ^ (0.8685116768 * X2))))
11;inf;(((3.7591018677 * X1) * exp(((-0.3819231391) * X2))) * (exp((0.0821434408 * X2)) + (((-0.0316601060) * X1) * (0.7202248573 * X1))))
5;inf;exp(((0.0249172412 * X1) * exp(((-0.2809258699) * X2))))
4;inf;((2.0463860035 * X1) * exp(((-0.2879171968) * X2)))
3;29.2542203521954;exp(exp(((-0.0092371562) * X1)))
2;inf;exp((0.0103438571 * X1))
15;nan;(7.2378172874 + ((exp((0.0758366957 * X2)) + (((-0.0302257463) * X1) * (0.7010098696 * X1))) * ((2.9174599648 * X1) * (exp(((-0.3604637086) * X2)) + ((-0.0021156233) * X2)))))
7;nan;((exp(((-0.2627092302) * X2)) * ((-0.7993355393) * X1)) * log(abs(((-0.0243202522) * X1))))
18;nan;((((exp((0.9533671737 * X2)) + ((((-10.3527259827) * X1) + exp((0.1356069744 * X2))) * (0.3247889280 * X1))) * (0.0164832361 * X1)) + (2.7859561443 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3665064871) * X2)))
