length;mse;model
13;inf;((exp((0.0797036216 * X2)) + (((-0.0290525537) * X1) * (0.7358193398 * X1))) * ((2.9226701260 * X1) * (exp(((-0.3647457957) * X2)) + ((-0.0019945460) * X2))))
6;nan;(((-0.2866798043) * X1) * (log(abs(((-0.0009636218) * X1))) + (0.7287006974 * X2)))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2882546186) * X2)) + ((-0.0220252238) * X2))))
20;nan;(7.2377386093 + ((((exp((0.9534175396 * X2)) + ((((-12.7142457962) * X1) + exp((0.3565697372 * X2))) * (0.2706352770 * X1))) * (0.0161185618 * X1)) + (2.7839138508 * X1)) * (exp((0.1351264417 * X2)) + ((-0.3654118776) * X2))))
1;9.50164329231598;8.2767276764
12;inf;((2.0463860035 * X1) * ((1.6349517107 ^ ((-0.6155459881) * X2)) + (((-0.0363670923) * X1) * (exp(((-0.3908242583) * X2)) * (0.5921862125 * X1)))))
18;nan;((((exp((0.9538245797 * X2)) + ((((-8.0582866669) * X1) + exp((0.1356204748 * X2))) * (0.4171480238 * X1))) * (0.0165226385 * X1)) + (2.7860922813 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3667160869) * X2)))
8;nan;(((-0.9283998013) * X1) * (log(abs(log(abs(((-0.0254548825) * X1))))) * exp(((-0.2835082412) * X2))))
7;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0307196695) * X1))) * exp(((-0.2820672095) * X2))))
9;inf;((2.2059288025 * X1) * (exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * exp(((-0.2697230279) * X2))))
10;inf;(exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * ((2.1433932781 * X1) * (1.1256440878 ^ ((-2.3221652508) * X2))))
4;2.5715516911833293e+68;((0.0087775951 * X1) * exp(((-0.2701213360) * X2)))
3;47.40646435786025;sqrt(exp(((-0.0007902290) * X1)))
2;47.40142257332861;exp(((-0.0000353364) * X1))
13;nan;((exp((0.0767030045 * X2)) + (((-0.0291151013) * X1) * (0.7341285944 * X1))) * ((2.9174599648 * X1) * (exp(((-0.3604637086) * X2)) + ((-0.0021156233) * X2))))
11;inf;((exp(((-0.3775146604) * X2)) * (0.5921862125 * X1)) * (exp((0.0758366957 * X2)) + (((-0.0308879260) * X1) * (0.6851285100 * X1))))
6;nan;(((-0.2863205671) * X1) * (log(abs(((-0.0009369969) * X1))) + (0.7318323851 * X2)))
17;nan;(7.2368688583 + ((((exp((0.9521970153 * X2)) + (((-1.2584221363) * X1) * (2.6666164398 * X1))) * (0.0169518404 * X1)) + (2.7780363560 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2))))
15;nan;((((exp((0.9521970153 * X2)) + (((-1.2584221363) * X1) * (2.6666164398 * X1))) * (0.0169518404 * X1)) + (2.7780363560 * X1)) * (exp((0.1347713321 * X2)) + ((-0.3646444380) * X2)))
5;inf;exp(((0.0018202404 * X1) * exp(((-0.2787703276) * X2))))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2748995125) * X2)) + ((-0.0223271735) * X2))))
20;nan;(7.2497830391 + ((((exp((0.9538245797 * X2)) + ((((-8.0582866669) * X1) + exp((0.1357906014 * X2))) * (0.4171480238 * X1))) * (0.0165226385 * X1)) + (2.7860922813 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3667160869) * X2))))
1;8.44020171219947;7.1415958405
12;inf;((2.0463860035 * X1) * ((1.6349517107 ^ ((-0.6155459881) * X2)) + (((-0.0363670923) * X1) * (exp(((-0.3900032640) * X2)) * (0.5921862125 * X1)))))
19;nan;(7.2365269661 + ((((exp((0.9535069466 * X2)) + ((((-4.0475935936) * X1) + (0.3860175610 * X2)) * (0.8230441213 * X1))) * (0.0166948345 * X1)) + (2.7870161533 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2))))
10;nan;((((((-0.0517821796) * X1) * (0.7341285944 * X1)) * (1.3872036934 * X1)) + (2.7732145786 * X1)) * exp(((-0.2817152739) * X2)))
9;inf;(exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * ((2.9214611053 * X1) * exp(((-0.2695591748) * X2))))
11;inf;((exp((0.0767030045 * X2)) + (((-0.0302257463) * X1) * (0.7010098696 * X1))) * ((2.9174599648 * X1) * exp(((-0.3790599406) * X2))))
6;nan;(((-0.2772480249) * X1) * (log(abs(((-0.0007843434) * X1))) + (0.7562553883 * X2)))
5;inf;((2.0453295708 * X1) * (0.7331857085 ^ (0.8876922131 * X2)))
4;7.303113928076728e+72;(exp(((-0.2697230279) * X2)) * ((-0.5283464193) * X1))
3;7.256987466939229e+73;(((-1.2354774475) * X1) + (0.0041427258 * X1))
2;inf;exp((0.0000354467 * X1))
16;nan;((7.2721347809 + (0.2926540077 * X1)) + ((((((-0.0579993650) * X1) * (0.7341285944 * X1)) * (1.3937953711 * X1)) + (2.5995285511 * X1)) * (exp(((-0.2822132111) * X2)) + ((-0.0220428016) * X2))))
15;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * ((1.1114709377 ^ ((-2.6703698635) * X2)) + ((-0.0220190920) * X2))))
13;inf;((0.0087775951 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.2178847939 * X2)) * exp(((-0.3900032640) * X2)))) + exp(((-0.3030254841) * X2))))
8;nan;(log(abs(log(abs(((-0.0250350088) * X1))))) * ((2.9214611053 * X1) * exp(((-0.2820672095) * X2))))
18;nan;((((exp((0.9859874845 * X2)) + ((((-8.5482330322) * X1) + exp((0.2447676361 * X2))) * (0.4970983565 * X1))) * (0.0129600903 * X1)) + (2.7851557732 * X1)) * (exp((0.1339036524 * X2)) + ((-0.3623735309) * X2)))
17;inf;(7.2719640732 + (((exp(((-0.2405882031) * X2)) + (((-0.0332634524) * X1) * ((exp(((-0.2154869139) * X2)) + ((-0.0393074155) * X2)) * (0.5921862125 * X1)))) + ((-0.0149834342) * X2)) * (2.8386511803 * X1)))
7;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0307196695) * X1))) * exp(((-0.2824153900) * X2))))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2754889727) * X2)) + ((-0.0220252238) * X2))))
20;nan;(7.2350196838 + ((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp((0.3392356038 * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1356069744 * X2)) + ((-0.3666882515) * X2))))
1;8.450370388175823;7.3836545944
12;inf;(((2.8292748928 * X1) * exp(((-0.3738808334) * X2))) * ((((-0.0316601060) * X1) * (0.7202248573 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
19;nan;(7.2380619049 + ((((exp((0.9543550014 * X2)) + ((((-11.3308286667) * X1) + (0.8876922131 * X2)) * (0.3028599918 * X1))) * (0.0161634404 * X1)) + (2.7846758366 * X1)) * (exp((0.1352599263 * X2)) + ((-0.3657699823) * X2))))
10;inf;(exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * ((2.9214611053 * X1) * (0.7292486429 ^ (0.8685116768 * X2))))
9;inf;(exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * ((2.9214611053 * X1) * exp(((-0.2820672095) * X2))))
11;inf;((exp((0.0767030045 * X2)) + (((-0.0291151013) * X1) * (0.7341285944 * X1))) * ((2.9174599648 * X1) * exp(((-0.3790599406) * X2))))
6;nan;((log(abs(((-0.0008104520) * X1))) + (0.7512409687 * X2)) * ((-0.2756492198) * X1))
5;inf;((2.0453295708 * X1) * (1.6349517107 ^ ((-0.5607457757) * X2)))
4;2.0168941189777703e+69;((0.0087775951 * X1) * exp(((-0.2689230144) * X2)))
3;2.9741985295095464e+72;((0.2492774129 * X1) + 0.4842636883)
2;47.54284566757954;exp(((-0.0104969228) * X1))
16;nan;((7.2353792191 + (0.2921212614 * X1)) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2822329104) * X2)) + ((-0.0220252238) * X2))))
15;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * ((1.1014164686 ^ ((-2.8786659241) * X2)) + ((-0.0220190920) * X2))))
13;inf;((0.0018202404 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3853346407) * X2)))) + exp(((-0.3030254841) * X2))))
8;nan;(((-0.9283998013) * X1) * (log(abs(log(abs((0.0243175812 * X1))))) * exp(((-0.2751986980) * X2))))
18;nan;((((exp((0.9543550014 * X2)) + ((((-11.3308286667) * X1) + exp((0.2178847939 * X2))) * (0.3028599918 * X1))) * (0.0161634404 * X1)) + (2.7846758366 * X1)) * (exp((0.1352599263 * X2)) + ((-0.3657699823) * X2)))
17;inf;((((((-0.0354261845) * X1) * (0.6335979700 * X1)) + exp(((-0.0297829378) * X2))) * ((2.5148110390 * X1) * (exp(((-0.2260347754) * X2)) + ((-0.0362132825) * X2)))) + (7.2719998360 + (0.3316886425 * X1)))
7;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0254548825) * X1))) * exp(((-0.2748995125) * X2))))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2754127681) * X2)) + ((-0.0220190920) * X2))))
20;nan;(7.2347831726 + ((((exp((0.9859874845 * X2)) + ((((-8.5482330322) * X1) + exp((0.2447676361 * X2))) * (0.4970983565 * X1))) * (0.0129600903 * X1)) + (2.7851557732 * X1)) * (exp((0.1339036524 * X2)) + ((-0.3623735309) * X2))))
1;8.466071213356184;7.0522150993
12;47.35265532810034;exp(((0.0087775951 * X1) * ((((-0.0361370556) * X1) * (exp(((-0.3775146604) * X2)) * (0.5921862125 * X1))) + exp(((-0.3030254841) * X2)))))
18;nan;((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp((0.1355414540 * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2)))
9;inf;((2.2059288025 * X1) * (exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * exp(((-0.2822329104) * X2))))
8;nan;(log(abs(log(abs(((-0.0245345272) * X1))))) * ((2.9214611053 * X1) * exp(((-0.2798036635) * X2))))
10;nan;(exp(((-0.2835082412) * X2)) * (((((-0.0517859384) * X1) * (0.7341285944 * X1)) * (1.3708856106 * X1)) + (2.8285975456 * X1)))
11;nan;((exp((0.0876854956 * X2)) + (((-0.0290525537) * X1) * (0.7358193398 * X1))) * ((2.9735839367 * X1) * exp(((-0.3936681151) * X2))))
5;inf;((1.8678754568 * X1) * (0.7330903411 ^ (0.8880243897 * X2)))
4;inf;((2.1372265816 * X1) * exp(((-0.2794879973) * X2)))
3;inf;exp(exp((0.0000354467 * X1)))
2;inf;exp((0.0015369008 * X1))
15;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * ((0.7330903411 ^ (0.8880243897 * X2)) + ((-0.0220190920) * X2))))
7;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0363670923) * X1))) * exp(((-0.2743588984) * X2))))
17;nan;((((((-0.0310946237) * X1) * (0.7341285944 * X1)) + exp((0.0019688930 * X1))) * ((2.6005446911 * X1) * (exp(((-0.2742309570) * X2)) + ((-0.0221093670) * X2)))) + (7.2274956703 + (0.2927019596 * X1)))
16;nan;((7.2353792191 + (0.2921212614 * X1)) + ((((((-0.0571281426) * X1) * (0.7395096421 * X1)) * (1.4039921761 * X1)) + (2.6025667191 * X1)) * (exp(((-0.2820672095) * X2)) + ((-0.0219405964) * X2))))
13;inf;((0.0087775951 * X1) * (((0.0402186736 * X1) * ((((-0.5357990265) * X1) + 0.0823313817) * exp(((-0.3909119368) * X2)))) + exp(((-0.3039087951) * X2))))
6;nan;((log(abs(((-0.0008883188) * X1))) + (0.7377799153 * X2)) * ((-0.2796244621) * X1))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2751986980) * X2)) + ((-0.0220252238) * X2))))
20;nan;(7.2350196838 + ((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp((0.1355414540 * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1356069744 * X2)) + ((-0.3666882515) * X2))))
1;8.931359569392358;7.9495491982
12;inf;(((2.8292748928 * X1) * exp(((-0.3790599406) * X2))) * ((((-0.0307196695) * X1) * (0.7341285944 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
18;nan;((((exp((0.9457321763 * X2)) + ((((-12.5368576050) * X1) + exp((0.3392356038 * X2))) * (0.2539889812 * X1))) * (0.0174621139 * X1)) + (2.7858333588 * X1)) * (exp((0.1355252117 * X2)) + ((-0.3664472103) * X2)))
9;inf;(exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * ((2.9214611053 * X1) * exp(((-0.2826772034) * X2))))
8;nan;(log(abs(log(abs(((-0.0245345272) * X1))))) * ((2.9214611053 * X1) * exp(((-0.2697230279) * X2))))
10;47.38798152452867;exp((exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * ((0.0018202404 * X1) * exp(((-0.2794879973) * X2)))))
11;inf;((exp((0.0876854956 * X2)) + (((-0.0300624706) * X1) * (0.7341285944 * X1))) * ((2.9266068935 * X1) * exp(((-0.3900032640) * X2))))
5;inf;((1.9687935114 * X1) * (0.7262852788 ^ (0.8624224663 * X2)))
4;2.942366388253688e+72;(((-0.9283998013) * X1) * exp(((-0.2677877545) * X2)))
3;29.102169246293627;exp(exp(((-0.0050863535) * X1)))
2;inf;exp((0.0018202404 * X1))
15;nan;((0.2933468819 * X1) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * ((1.6349517107 ^ ((-0.5607457757) * X2)) + ((-0.0220252238) * X2))))
7;nan;(((-0.8082255721) * X1) * (log(abs(((-0.0307196695) * X1))) * exp(((-0.2835082412) * X2))))
17;nan;(7.2368688583 + ((((exp((0.9521970153 * X2)) + (((-1.2584221363) * X1) * (2.6666164398 * X1))) * (0.0169518404 * X1)) + (2.7780363560 * X1)) * (exp((0.1347713321 * X2)) + ((-0.3646444380) * X2))))
16;nan;((7.2247242928 + (0.2913901210 * X1)) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2822329104) * X2)) + ((-0.0220252238) * X2))))
13;inf;((exp((0.0767030045 * X2)) + (((-0.0302257463) * X1) * (0.7010098696 * X1))) * ((2.9226701260 * X1) * (exp(((-0.3647457957) * X2)) + ((-0.0019945460) * X2))))
6;nan;(((-0.2868314981) * X1) * (log(abs(((-0.0010346028) * X1))) + (0.7163073421 * X2)))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2748995125) * X2)) + ((-0.0220252238) * X2))))
20;nan;((0.0087775951 * X1) + ((((exp((0.9550414681 * X2)) + ((((-8.7540493011) * X1) + exp((0.2583293915 * X2))) * (0.3864436746 * X1))) * (0.0164056104 * X1)) + (2.7863707542 * X1)) * (exp((0.1355988085 * X2)) + ((-0.3666698635) * X2))))
1;9.1261202475624;8.0758409500
12;47.35269430799533;exp(((0.0087775951 * X1) * ((((-0.0361370556) * X1) * (exp(((-0.3775146604) * X2)) * (0.5921862125 * X1))) + exp(((-0.3033444881) * X2)))))
19;nan;(7.2368688583 + ((((exp((0.9452325106 * X2)) + ((((-3.9967212677) * X1) + (0.3762082458 * X2)) * (0.8126776814 * X1))) * (0.0169518404 * X1)) + (2.7780363560 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2))))
10;nan;((((((-0.0517859384) * X1) * (0.7341285944 * X1)) * (1.4142135382 * X1)) + (2.8284614086 * X1)) * exp(((-0.2826772034) * X2)))
9;inf;(exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * ((2.9214611053 * X1) * exp(((-0.2832446694) * X2))))
11;inf;((exp((0.0876854956 * X2)) + (((-0.0290525537) * X1) * (0.7358193398 * X1))) * ((2.9735839367 * X1) * exp(((-0.3941689134) * X2))))
6;nan;(((-0.2752492726) * X1) * (log(abs(((-0.0008069020) * X1))) + (0.7506288886 * X2)))
5;inf;exp(((0.0087775951 * X1) * exp(((-0.2821744084) * X2))))
4;inf;((2.0463860035 * X1) * exp(((-0.2807690203) * X2)))
3;nan;sqrt(exp((0.0029656850 * X1)))
2;inf;exp((0.0023565460 * X1))
16;nan;((7.2353792191 + (0.2921212614 * X1)) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2813423276) * X2)) + ((-0.0220252238) * X2))))
15;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * ((1.1256440878 ^ ((-2.3221652508) * X2)) + ((-0.0220190920) * X2))))
13;inf;((exp((0.0767030045 * X2)) + (((-0.0291151013) * X1) * (0.7341285944 * X1))) * ((exp(((-0.3647457957) * X2)) + ((-0.0019945460) * X2)) * (0.5921862125 * X1)))
8;nan;(log(abs(log(abs((0.0243175812 * X1))))) * ((2.0463860035 * X1) * exp(((-0.2703327835) * X2))))
18;nan;((((exp((0.9521970153 * X2)) + ((((-8.9077968597) * X1) + exp((0.1356069744 * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1356069744 * X2)) + ((-0.3666882515) * X2)))
17;nan;((7.2387380600 + (0.2962820232 * X1)) + (((((-0.0316601060) * X1) * (0.7202248573 * X1)) + exp((0.0000354467 * X1))) * ((2.6003210545 * X1) * (exp(((-0.2821744084) * X2)) + ((-0.0223271735) * X2)))))
7;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0277887378) * X1))) * exp(((-0.2826772034) * X2))))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2743588984) * X2)) + ((-0.0220252238) * X2))))
20;nan;(7.2377386093 + ((((exp((0.9534175396 * X2)) + ((((-12.7142457962) * X1) + exp((0.2447676361 * X2))) * (0.2706352770 * X1))) * (0.0161185618 * X1)) + (2.7839138508 * X1)) * (exp((0.1351264417 * X2)) + ((-0.3654118776) * X2))))
1;8.704528991712424;7.7653880119
12;47.260323552419486;exp(((0.0249172412 * X1) * (exp(((-0.3025172353) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3941689134) * X2)) * (0.5921862125 * X1))))))
18;nan;((((exp((0.9556184411 * X2)) + ((((-4.7421402931) * X1) + log(abs((0.4711434543 * X1)))) * (0.7185635567 * X1))) * (0.0162939020 * X1)) + (2.7860701084 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2)))
9;60.86089615851091;(exp((((-0.0310946237) * X1) * (0.7341285944 * X1))) * ((0.0018202404 * X1) * exp(((-0.2740367651) * X2))))
8;nan;(log(abs(log(abs((0.0243175812 * X1))))) * (exp(((-0.2697230279) * X2)) * ((-0.5283464193) * X1)))
10;nan;((((((-0.0517821796) * X1) * (0.7341285944 * X1)) * (1.3708856106 * X1)) + (2.7182817459 * X1)) * exp(((-0.2820672095) * X2)))
11;nan;((0.0249172412 * X1) * (exp(((-0.3025172353) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3775146604) * X2)) * (0.5921862125 * X1)))))
5;47.40706048904579;exp((((-0.0007902290) * X1) * exp(((-0.2743588984) * X2))))
4;2.6295496541384643e+72;((0.3183098733 * X1) * exp(((-0.2809258699) * X2)))
3;nan;sqrt(exp((0.0031153995 * X1)))
2;inf;exp((0.0029656850 * X1))
15;inf;(((exp(((-0.2405882031) * X2)) + (((-0.0332634524) * X1) * ((exp((0.1351264417 * X2)) + ((-0.3654118776) * X2)) * (0.5921862125 * X1)))) + ((-0.0149834342) * X2)) * (2.8386511803 * X1))
7;nan;(((-0.9942941070) * X1) * (log(abs(((-0.0245345272) * X1))) * exp(((-0.2743588984) * X2))))
17;nan;(((0.2926333547 * X1) + 7.2721352577) + ((((((-0.0589321814) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5995450020 * X1)) * ((1.1114709377 ^ ((-2.6703698635) * X2)) + ((-0.0220402367) * X2))))
16;nan;(((0.2926333547 * X1) + 7.2721352577) + ((((((-0.0589321814) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5995450020 * X1)) * (exp(((-0.2835082412) * X2)) + ((-0.0220402367) * X2))))
13;inf;((0.0087775951 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.3024113774 * X2)) * exp(((-0.3790599406) * X2)))) + exp(((-0.3030254841) * X2))))
6;nan;(((-0.2863205671) * X1) * (log(abs(((-0.0009198979) * X1))) + (0.7318323851 * X2)))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2742309570) * X2)) + ((-0.0220252238) * X2))))
20;nan;(7.2525548935 + ((((exp((0.9556184411 * X2)) + ((((-4.7421402931) * X1) + log(abs((0.4711434543 * X1)))) * (0.7185635567 * X1))) * (0.0162939020 * X1)) + (2.7860701084 * X1)) * (exp((0.1355173886 * X2)) + ((-0.3664546013) * X2))))
1;9.011772327946762;6.4790096283
12;inf;(((2.7864265442 * X1) * exp(((-0.3888207078) * X2))) * ((((-0.0302257463) * X1) * (0.7010098696 * X1)) + (0.9994562268 + (0.1096093655 * X2))))
19;nan;(7.2367458344 + ((((exp((0.9448904991 * X2)) + ((((-4.0451369286) * X1) + (0.3808519542 * X2)) * (0.8225130439 * X1))) * (0.0164538790 * X1)) + (2.7789165974 * X1)) * (exp((0.1347812414 * X2)) + ((-0.3644994199) * X2))))
10;nan;((((((-0.0523635522) * X1) * (0.6793944836 * X1)) * (1.3708856106 * X1)) + (2.8284862041 * X1)) * exp(((-0.2743588984) * X2)))
9;60.796955398582156;((0.0137454271 * X1) * (exp((((-0.0251936838) * X1) * (1.0505617857 * X1))) * exp(((-0.2756676972) * X2))))
11;nan;((exp((0.0876854956 * X2)) + (((-0.0307367910) * X1) * (0.6925110221 * X1))) * ((2.9735839367 * X1) * exp(((-0.3941689134) * X2))))
6;nan;(((-0.2745965123) * X1) * (log(abs(((-0.0007995699) * X1))) + (0.7506356835 * X2)))
5;inf;exp(((0.0087775951 * X1) * exp(((-0.2827813327) * X2))))
4;inf;((2.0311436653 * X1) * exp(((-0.2813423276) * X2)))
3;nan;sqrt(exp((0.0041427258 * X1)))
2;inf;exp((0.0031153995 * X1))
16;nan;((7.2353792191 + (0.2921212614 * X1)) + ((((((-0.0589013845) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5999298096 * X1)) * (exp(((-0.2835082412) * X2)) + ((-0.0220252238) * X2))))
15;inf;((1.8679370880 * X1) * ((exp(((-0.2406024784) * X2)) + (((-0.0332645290) * X1) * ((exp((0.1356204748 * X2)) + ((-0.3667160869) * X2)) * (0.5921862125 * X1)))) + ((-0.0149799511) * X2)))
13;inf;((0.0087775951 * X1) * ((exp(((-0.2883096933) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3775146604) * X2)) * (0.5921862125 * X1)))) + ((-0.0023384835) * X2)))
8;nan;(log(abs(log(abs((0.0243175812 * X1))))) * ((2.9214611053 * X1) * exp(((-0.2809258699) * X2))))
18;nan;((((exp((0.9538245797 * X2)) + ((((-8.0582866669) * X1) + exp((0.0767030045 * X2))) * (0.4171480238 * X1))) * (0.0165226385 * X1)) + (2.7860922813 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3667160869) * X2)))
17;nan;((7.2721347809 + (0.2926540077 * X1)) + ((((((-0.0602522008) * X1) * (0.7202248573 * X1)) * (1.3673982620 * X1)) + (2.6002259254 * X1)) * ((1.1116198301 ^ ((-2.6703698635) * X2)) + ((-0.0220247991) * X2))))
7;nan;(((-0.7888740897) * X1) * (log(abs((0.0243175812 * X1))) * exp(((-0.2754127681) * X2))))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.2740367651) * X2)) + ((-0.0220190920) * X2))))
20;nan;(7.2350196838 + ((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp((0.2618681490 * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3666882515) * X2))))
1;8.430293741035877;7.2514691353
12;inf;(((2.8292748928 * X1) * exp(((-0.3773337901) * X2))) * ((((-0.0310946237) * X1) * (0.7341285944 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
19;nan;(7.2366595268 + ((((exp((0.9521512985 * X2)) + ((((-3.5352804661) * X1) + (0.3360221982 * X2)) * (0.9240232110 * X1))) * (0.0167744998 * X1)) + (2.7879199982 * X1)) * (exp((0.1360311806 * X2)) + ((-0.3677043319) * X2))))
10;nan;(exp(((-0.2835082412) * X2)) * (((((-0.0517821796) * X1) * (0.7071067691 * X1)) * (1.3708856106 * X1)) + (2.8284614086 * X1)))
9;inf;(exp((((-0.0251936838) * X1) * (1.0505617857 * X1))) * ((2.9214611053 * X1) * exp(((-0.2754127681) * X2))))
11;nan;((exp((0.0767030045 * X2)) + (((-0.0291151013) * X1) * (0.7071067691 * X1))) * (exp(((-0.3770682216) * X2)) * (0.5921862125 * X1)))
6;nan;(((-0.2888605595) * X1) * (log(abs(((-0.0010264771) * X1))) + (0.7155571580 * X2)))
5;7.561324989810024e+70;((1.1014164686 ^ ((-2.8786659241) * X2)) * (0.0539235696 * X1))
4;inf;((2.0422642231 * X1) * exp(((-0.2817152739) * X2)))
3;nan;sqrt(exp((0.0047640186 * X1)))
2;inf;exp((0.0035770293 * X1))
16;nan;((7.2247242928 + (0.2913901210 * X1)) + ((((((-0.0589321814) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5995450020 * X1)) * (exp(((-0.2835082412) * X2)) + ((-0.0220402367) * X2))))
15;inf;((0.0087775951 * X1) * ((exp(((-0.2405882031) * X2)) + (((-0.0332634524) * X1) * ((exp((0.1362782866 * X2)) + ((-0.3683702052) * X2)) * (0.5921862125 * X1)))) + ((-0.0149834342) * X2)))
13;inf;(((exp(((-0.2882546186) * X2)) + (((-0.0361299478) * X1) * (exp(((-0.3773337901) * X2)) * (0.5921862125 * X1)))) + ((-0.0023416358) * X2)) * (2.9333615303 * X1))
8;nan;(((-0.9283998013) * X1) * (log(abs(log(abs(((-0.0245345272) * X1))))) * exp(((-0.2826772034) * X2))))
